,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,time_to_rent
0,25,25,39.0,35000,Фрунзенский,Проспект Славы,1.0,1.0,0.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,На улицу и двор,Косметический,2017.0,Панельный,Наземная,1
1,2,5,35.0,19000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.5,1.0,1 балкон,На улицу,Косметический,1979.0,Панельный,Наземная,7
2,4,5,32.0,30000,Приморский,Пионерская,1.0,1.0,0.0,0.0,0.0,1.0,4.7,2.5,1.0,1 балкон,Во двор,Косметический,1962.0,Панельный,Наземная,6
3,6,17,42.0,20000,Красногвардейский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,нет балкона,Во двор,Косметический,1982.0,Панельный,Наземная,6
4,4,5,36.0,30000,Приморский,Черная речка,1.0,1.0,0.0,0.0,0.0,0.0,6.5,2.6677996422182466,1.0,1 балкон,На улицу,Косметический,1962.0,Кирпичный,Наземная,1
5,9,14,32.0,42000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,0.0,15.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2021.0,Кирпичный,Наземная,1
6,5,10,38.8,19000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,8.2,2.6,1.0,1 лоджия,На улицу,Косметический,2011.0,Монолитно-кирпичный,Наземная,1
7,2,8,53.0,45000,Василеостровский,Василеостровская,1.0,1.0,1.0,1.0,1.0,1.0,12.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2011.0,Кирпичный,Наземная,7
8,10,25,36.0,32000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,17.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитно-кирпичный,Наземная,6
9,4,5,32.5,22000,Петродворцовый,нет метро,1.0,1.0,1.0,0.0,0.0,0.0,7.5,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,1975.0,Кирпичный,Наземная,7
10,2,19,36.0,28000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,На улицу,Косметический,2012.0,Панельный,Открытая,7
11,3,12,35.5,32000,Выборгский,Удельная,1.0,1.0,0.0,0.0,0.0,1.0,7.4,2.5,1.0,нет балкона,Во двор,Косметический,1968.0,Кирпичный,Наземная,6
12,5,19,42.0,26000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.8,1.0,1 лоджия,Во двор,Евроремонт,2014.0,Панельный,Подземная,0
13,3,9,50.6,55000,Центральный,Лиговский проспект,1.0,1.0,1.0,1.0,1.0,1.0,16.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2014.0,Кирпичный,Многоуровневая,6
14,4,5,35.0,30000,Выборгский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,1960.0,Кирпичный,Наземная,0
15,5,10,35.0,28000,Красносельский,Проспект Ветеранов,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.5,1.0,нет балкона,Во двор,Дизайнерский,1968.0,Кирпичный,Наземная,6
16,7,15,42.0,60000,Московский,Фрунзенская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.5,1.0,1 лоджия,Во двор,Евроремонт,2013.0,Кирпичный,Наземная,6
18,13,21,43.0,30000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,0.0,14.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2007.0,Панельный,Наземная,0
19,11,12,29.6,25000,Красногвардейский,Улица Дыбенко,1.0,1.0,1.0,1.0,1.0,0.0,8.0,2.6,1.0,1 балкон,На улицу,Косметический,2006.0,Кирпичный,Наземная,6
20,4,5,30.7,17000,Кронштадтский,нет метро,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.4,1.0,1 балкон,Во двор,Косметический,1962.0,Кирпичный,Наземная,0
21,18,19,34.1,27000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,9.1,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2013.0,Монолитно-кирпичный,Наземная,6
22,8,26,42.7,40000,Выборгский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2004.0,Монолитно-кирпичный,Наземная,0
23,2,8,36.2,29000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,0.0,17.8,2.6,1.0,1 лоджия,На улицу,Евроремонт,2022.0,Монолитный,Наземная,0
24,2,9,45.0,80000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,0.0,1.0,15.0,3.0,1.0,1 балкон,Во двор,Евроремонт,2019.0,Кирпичный,Наземная,6
25,7,9,38.0,25000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1972.0,Панельный,Открытая,5
26,4,23,33.0,18000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,0.0,8.8,2.6,1.0,нет балкона,Во двор,Косметический,2015.0,Кирпичный,Наземная,0
27,5,16,36.1,27000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,8.5,2.5,1.0,1 лоджия,Во двор,Косметический,1989.0,Кирпичный,Наземная,0
28,13,27,38.0,31000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2011.0,Панельный,Наземная,4
29,4,16,42.0,37000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 балкон,На улицу,Евроремонт,2006.0,Монолитный,Наземная,6
30,12,13,34.2,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитный,Наземная,6
31,7,12,35.0,32000,Выборгский,Удельная,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.7,1.0,1 балкон,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,5
32,1,5,31.63,20000,Колпинский,Шушары,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.5,1.0,нет балкона,На улицу,Косметический,1969.0,Монолитный,Наземная,6
33,7,7,41.0,55000,Адмиралтейский,Балтийская,1.0,1.0,1.0,1.0,0.0,1.0,30.0,2.6677996422182466,1.0,нет балкона,На улицу,Дизайнерский,1917.0,Кирпичный,Открытая,6
34,1,9,25.0,22000,Кировский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1 лоджия,Во двор,Косметический,1964.0,Панельный,Наземная,6
35,1,2,46.0,18000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,9.0,3.5,1.0,нет балкона,На улицу,Косметический,1890.0,Кирпичный,Наземная,0
36,8,14,36.0,35000,Фрунзенский,Дунайская,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Кирпичный,Подземная,6
37,3,8,32.0,25000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,17.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитно-кирпичный,Наземная,0
38,9,9,28.0,27000,Фрунзенский,Международная,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,1967.0,Панельный,Наземная,6
39,9,14,43.0,21000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1984.0,Монолитно-кирпичный,Наземная,1
40,1,9,30.7,21000,Кировский,Ленинский проспект,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.6677996422182466,1.0,нет балкона,На улицу,Косметический,1974.0,Монолитный,Наземная,6
41,7,17,38.0,23000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.7,1.0,1 балкон,На улицу,Косметический,1987.0,Панельный,Наземная,1
42,5,5,32.0,20000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1968.0,Панельный,Наземная,1
43,2,19,36.0,30000,Василеостровский,Приморская,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,На улицу,Косметический,2017.0,Монолитный,Наземная,1
44,9,17,39.0,37000,Приморский,Лесная,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.9,1.0,1 лоджия,Во двор,Евроремонт,2009.0,Монолитный,Подземная,6
45,8,27,35.0,25000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2017.0,Кирпичный,Наземная,6
46,2,10,43.0,25000,Невский,Проспект Большевиков,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.6,1.0,нет балкона,На улицу,Косметический,1994.0,Панельный,Наземная,1
47,1,10,58.0,23000,Василеостровский,Приморская,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.5,1.0,нет балкона,Во двор,Косметический,1973.0,Кирпичный,Наземная,1
48,2,10,30.7,30000,Калининский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,8.2,2.5,1.0,1 лоджия,На улицу,Евроремонт,1967.0,Панельный,Наземная,6
49,8,10,34.0,29000,Выборгский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1966.0,Кирпичный,Наземная,1
50,2,10,34.0,23000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,9.8,2.5,1.0,нет балкона,На улицу,Косметический,1975.0,Панельный,Наземная,6
51,8,9,52.0,45000,Невский,Елизаровская,1.0,1.0,0.0,1.0,0.0,0.0,16.0,2.7,1.0,1 балкон,Во двор,Косметический,2021.0,Монолитный,Подземная,1
52,1,4,37.0,16000,Петродворцовый,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.6,1.0,1 лоджия,Во двор,Косметический,1977.0,Кирпичный,Наземная,6
53,10,25,42.0,28000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2010.0,Кирпичный,Наземная,7
54,7,9,33.67,30000,Фрунзенский,Международная,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1967.0,Кирпичный,Наземная,1
55,10,26,47.2,35000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,13.5,2.7,1.0,1 лоджия,На улицу,Евроремонт,2008.0,Кирпичный,Подземная,6
56,6,8,32.0,22000,Красносельский,Проспект Ветеранов,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,5
57,12,22,38.0,35000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2020.0,Монолитный,Многоуровневая,7
58,5,5,30.5,40000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Дизайнерский,1964.0,Блочный,Наземная,2
59,9,15,40.0,35000,Московский,Парк Победы,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 балкон,На улицу,Косметический,2007.0,Кирпичный,Наземная,2
60,3,18,47.0,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,0.0,14.0,2.7,1.0,1 лоджия,На улицу,Косметический,2009.0,Панельный,Наземная,2
61,9,13,34.0,28000,Красногвардейский,Девяткино,1.0,1.0,1.0,0.0,0.0,1.0,15.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Панельный,Наземная,2
62,16,28,33.0,21000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.6,1.0,1 лоджия,На улицу,Косметический,2010.0,Монолитно-кирпичный,Наземная,1
63,4,16,40.0,19000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,1984.0,Панельный,Открытая,0
64,4,20,46.0,55000,Приморский,Черная речка,1.0,1.0,0.0,1.0,0.0,0.0,11.0,2.8,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитно-кирпичный,Подземная,2
65,8,10,45.0,32000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,1.0,12.0,2.6,1.0,1 лоджия,На улицу,Косметический,1999.0,Монолитный,Наземная,2
66,2,29,36.0,35000,Невский,Рыбацкое,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,нет балкона,Во двор,Евроремонт,2014.0,Кирпичный,Подземная,2
67,6,9,30.0,25000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,На улицу,Косметический,1970.0,Панельный,Наземная,2
68,11,12,33.0,36000,Выборгский,Удельная,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2022.0,Монолитный,Подземная,2
69,5,5,44.0,40000,Московский,Электросила,1.0,1.0,1.0,0.0,0.0,0.0,8.3,3.0,1.0,1 балкон,На улицу и двор,Евроремонт,1959.0,Кирпичный,Наземная,1
70,3,16,34.05,55000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,1.0,1.0,1.0,9.6,2.5,1.0,1 лоджия,Во двор,Дизайнерский,2018.0,Монолитно-кирпичный,Наземная,2
71,1,9,25.0,20000,Кировский,Ленинский проспект,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,1.0,1 лоджия,Во двор,Косметический,1965.0,Панельный,Наземная,2
72,6,22,43.0,30000,Красносельский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,15.0,2.8,1.0,1 балкон,Во двор,Евроремонт,2014.0,Монолитный,Наземная,1
73,6,9,49.0,30000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.5,1.0,нет балкона,На улицу,Косметический,1968.0,Кирпичный,Наземная,2
74,3,9,40.0,20000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,1982.0,Кирпичный,Открытая,2
75,11,25,36.0,40000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,1.0,0.0,1.0,10.4,2.6,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Монолитно-кирпичный,Многоуровневая,2
76,11,17,35.0,30000,Кировский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,1 балкон,Во двор,Косметический,1985.0,Блочный,Наземная,2
77,9,10,33.2,35000,Фрунзенский,Международная,1.0,1.0,0.0,1.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1975.0,Кирпичный,Наземная,2
78,8,27,40.0,27000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,0.0,15.0,2.6,1.0,1 лоджия,Во двор,Косметический,2017.0,Кирпичный,Наземная,1
79,10,19,34.0,55000,Адмиралтейский,Московские ворота,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2022.0,Кирпичный,Подземная,2
80,6,9,35.0,27000,Кировский,Ленинский проспект,1.0,1.0,1.0,0.0,0.0,1.0,5.5,2.5,1.0,нет балкона,На улицу и двор,Косметический,1964.0,Кирпичный,Наземная,2
81,21,24,36.0,23000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Кирпичный,Наземная,2
82,15,16,39.0,23500,Выборгский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Косметический,1978.0,Кирпичный,Наземная,3
83,4,14,33.7,22000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,1.0,7.5,2.5,1.0,1 лоджия,На улицу,Дизайнерский,1980.0,Панельный,Наземная,3
84,9,29,40.0,24000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Косметический,2014.0,Кирпичный,Наземная,2
85,16,17,47.0,45000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,20.5,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2009.0,Панельный,Наземная,3
86,12,24,34.5,40000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,2
87,5,9,40.0,23000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.5,1.0,нет балкона,На улицу,Косметический,1971.0,Панельный,Наземная,3
88,15,17,40.0,30000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2007.0,Панельный,Наземная,2
89,6,18,38.0,26000,Кировский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,На улицу,Косметический,2009.0,Монолитный,Наземная,2
90,6,19,32.0,27000,Красногвардейский,Академическая,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,2023.0,Панельный,Наземная,3
91,11,17,42.0,23000,Выборгский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.7,1.0,1 балкон,Во двор,Косметический,1978.0,Кирпичный,Наземная,3
93,3,3,42.0,60000,Центральный,Лиговский проспект,1.0,1.0,1.0,1.0,0.0,1.0,8.0,2.6677996422182466,1.0,нет балкона,На улицу,Дизайнерский,1881.0,Кирпичный,Открытая,3
94,15,22,36.0,32000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Евроремонт,2014.0,Монолитный,Наземная,3
95,5,10,34.0,23000,Фрунзенский,Международная,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.5,1.0,нет балкона,Во двор,Косметический,1973.0,Панельный,Наземная,3
96,2,5,34.0,27000,Василеостровский,Приморская,1.0,1.0,1.0,0.0,1.0,1.0,8.0,2.7,1.0,нет балкона,Во двор,Евроремонт,1962.0,Панельный,Наземная,1
97,7,10,33.0,30000,Выборгский,Озерки,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,На улицу,Косметический,1978.0,Панельный,Наземная,2
98,3,5,40.0,47000,Центральный,Площадь Восстания,1.0,1.0,1.0,0.0,0.0,1.0,10.0,3.0,1.0,нет балкона,На улицу и двор,Евроремонт,1905.0,Кирпичный,Наземная,3
99,1,5,30.0,24000,Кировский,Проспект Ветеранов,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.5,1.0,нет балкона,Во двор,Косметический,1966.0,Кирпичный,Наземная,3
100,6,21,44.0,30000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,13.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2010.0,Кирпичный,Многоуровневая,3
101,22,27,36.0,24000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,13.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Кирпичный,Наземная,3
102,14,17,40.0,26000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.5,1.0,1 балкон,На улицу,Косметический,2006.0,Панельный,Наземная,2
103,8,25,35.0,30000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,0.0,15.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2023.0,Монолитный,Наземная,3
104,2,12,36.0,30000,Приморский,Пионерская,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,1978.0,Панельный,Открытая,2
105,6,9,38.0,35000,Василеостровский,Приморская,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.6677996422182466,1.0,1 балкон,Во двор,Дизайнерский,1973.0,Кирпичный,Открытая,3
106,1,8,62.0,80000,Петроградский,Чкаловская,1.0,1.0,1.0,1.0,0.0,1.0,30.7,3.0,1.0,1 лоджия,Во двор,Евроремонт,2010.0,Монолитный,Подземная,3
107,3,5,30.0,25000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,5.5,2.5,1.0,нет балкона,Во двор,Косметический,1968.0,Кирпичный,Наземная,2
108,5,5,40.6,35000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,0.0,18.8,2.7,1.0,2 балкона,На улицу и двор,Евроремонт,2020.0,Монолитный,Наземная,3
109,2,9,33.6,25000,Кировский,Ленинский проспект,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1969.0,Кирпичный,Наземная,2
110,5,9,32.0,28000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,1.0,6.5,2.5,1.0,нет балкона,На улицу,Косметический,1978.0,Панельный,Наземная,2
111,13,16,38.0,28000,Приморский,Беговая,0.0,0.0,0.0,0.0,0.0,1.0,17.3,2.6,1.0,1 балкон,Во двор,Евроремонт,2023.0,Кирпичный,Наземная,3
112,13,27,40.0,18000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,0.0,17.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Кирпичный,Наземная,2
113,19,23,36.0,25000,Красногвардейский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2014.0,Монолитный,Наземная,3
114,4,24,34.0,24000,Красногвардейский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Косметический,2018.0,Монолитный,Наземная,3
115,19,23,38.0,25000,Красногвардейский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2014.0,Монолитный,Наземная,4
116,4,4,37.5,30000,Пушкинский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,10.2,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2019.0,Монолитный,Наземная,3
117,19,25,41.0,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,15.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2015.0,Панельный,Наземная,3
118,4,20,37.5,50000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,14.0,2.8,1.0,нет балкона,На улицу и двор,Дизайнерский,2023.0,Монолитный,Подземная,3
119,6,18,45.0,30000,Невский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2007.0,Кирпичный,Наземная,2
120,9,15,38.0,38000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2014.0,Монолитно-кирпичный,Открытая,4
121,4,5,30.0,30000,Василеостровский,Приморская,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.6,1.0,1 балкон,Во двор,Косметический,1961.0,Кирпичный,Наземная,2
122,6,16,50.0,30000,Калининский,Академическая,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.5,1.0,1 балкон,На улицу и двор,Евроремонт,2005.0,Монолитный,Наземная,4
123,4,11,33.9,35000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.5,1.0,1 лоджия,На улицу,Евроремонт,1995.0,Панельный,Наземная,3
124,5,18,34.0,25000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2008.0,Панельный,Наземная,4
125,1,3,32.0,17000,Колпинский,Шушары,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.5,1.0,нет балкона,Во двор,Косметический,1959.0,Кирпичный,Наземная,2
126,8,25,39.5,32000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,13.8,2.6,1.0,1 лоджия,На улицу,Евроремонт,2011.0,Кирпичный,Наземная,4
127,3,4,24.0,42000,Центральный,Гостиный двор,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.3,1.0,нет балкона,Во двор,Дизайнерский,1822.0,Кирпичный,Наземная,4
129,5,9,38.0,20000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,8.1,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2009.0,Панельный,Открытая,4
130,6,17,53.0,52000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,19.0,2.7,1.0,1 балкон,Во двор,Дизайнерский,2008.0,Кирпичный,Наземная,2
131,10,13,39.0,50000,Выборгский,Лесная,1.0,1.0,1.0,0.0,1.0,1.0,15.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2019.0,Монолитно-кирпичный,Многоуровневая,4
132,9,15,39.0,47000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,2
133,8,15,38.0,50000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,0.0,1.0,16.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2022.0,Монолитный,Подземная,4
134,1,6,31.6,25000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.8,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Монолитный,Наземная,4
135,1,5,35.0,53000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1914.0,Кирпичный,Открытая,4
136,12,25,35.0,35000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2019.0,Монолитный,Наземная,4
137,2,5,33.01,30000,Невский,Елизаровская,1.0,1.0,1.0,0.0,1.0,1.0,6.0,2.6677996422182466,1.0,нет балкона,На улицу,Косметический,1967.0,Кирпичный,Наземная,2
138,3,12,40.0,35000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Косметический,1991.0,Панельный,Наземная,4
139,1,4,35.0,55000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.6,1.0,нет балкона,На улицу,Дизайнерский,1917.0,Кирпичный,Наземная,2
140,1,6,42.0,30000,Фрунзенский,Обводный канал,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.9,1.0,нет балкона,Во двор,Косметический,1911.0,Кирпичный,Наземная,2
141,3,4,53.0,55000,Василеостровский,Василеостровская,1.0,1.0,1.0,1.0,0.0,1.0,15.0,3.8,1.0,нет балкона,На улицу,Дизайнерский,1893.0,Кирпичный,Наземная,4
