,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,time_to_rent
1019,9,11,42.9,58000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,1.0,0.0,1.0,12.4,2.8,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Панельный,Наземная,4
1020,16,25,35.0,35000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,Во двор,Косметический,2019.0,Монолитный,Подземная,2
1021,5,8,42.0,75000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.6677996422182466,1.0,1 лоджия,На улицу,Дизайнерский,2019.0,Кирпичный,Подземная,4
1022,6,14,36.3,36000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.5,1.0,1 лоджия,На улицу,Дизайнерский,1989.0,Кирпичный,Наземная,2
1023,5,5,36.0,38000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,3
1024,15,28,35.0,30000,Невский,Рыбацкое,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2010.0,Монолитно-кирпичный,Наземная,4
1025,19,26,40.0,30000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.6,1.0,1 лоджия,На улицу и двор,Косметический,2018.0,Кирпичный,Наземная,4
1026,2,6,31.0,33000,Приморский,Черная речка,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,нет балкона,На улицу,Евроремонт,1961.0,Панельный,Наземная,2
1027,4,27,43.0,50000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,17.8,2.8,1.0,нет балкона,Во двор,Евроремонт,2019.0,Панельный,Наземная,4
1028,8,14,42.0,48000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,0.0,0.0,1.0,15.0,2.6677996422182466,1.0,2 лоджии,Во двор,Евроремонт,2018.0,Кирпичный,Многоуровневая,4
1029,9,14,38.6,40000,Василеостровский,Василеостровская,1.0,1.0,1.0,1.0,0.0,0.0,13.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Блочный,Подземная,2
1030,6,11,42.5,55000,Петроградский,Чкаловская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,3.0,1.0,1 балкон,Во двор,Евроремонт,2018.0,Монолитный,Наземная,3
1031,2,7,38.0,40000,Московский,Парк Победы,1.0,1.0,1.0,0.0,0.0,1.0,15.0,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,2006.0,Монолитный,Многоуровневая,2
1032,3,5,34.0,26000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2020.0,Монолитный,Наземная,4
1033,5,11,57.2,75000,Выборгский,Удельная,1.0,1.0,1.0,1.0,0.0,1.0,16.0,2.8,1.0,1 лоджия,На улицу и двор,Дизайнерский,2021.0,Монолитно-кирпичный,Подземная,2
1034,4,6,45.0,80000,Адмиралтейский,Василеостровская,1.0,1.0,1.0,1.0,0.0,1.0,16.0,2.6677996422182466,1.0,нет балкона,Во двор,Дизайнерский,2016.0,Монолитный,Подземная,4
1035,7,9,36.0,18000,Калининский,Гражданский проспект,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,1.0,1 балкон,Во двор,Косметический,1972.0,Кирпичный,Наземная,2
1036,5,8,55.0,60000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,0.0,1.0,17.0,2.6677996422182466,1.0,нет балкона,На улицу,Евроремонт,2008.0,Монолитный,Многоуровневая,4
1037,3,18,45.0,40000,Фрунзенский,Дунайская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 балкон,Во двор,Евроремонт,2008.0,Кирпичный,Наземная,4
1038,2,10,40.0,23000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,11.0,2.6677996422182466,1.0,1 лоджия,На улицу,Косметический,2006.0,Панельный,Открытая,2
1039,26,29,37.0,24000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.6,1.0,1 лоджия,Во двор,Косметический,2014.0,Кирпичный,Наземная,4
1040,4,26,42.0,25000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.6,1.0,1 лоджия,Во двор,Косметический,2012.0,Кирпичный,Наземная,3
1041,2,9,33.0,25000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,0.0,6.3,2.6,1.0,нет балкона,Во двор,Косметический,1979.0,Монолитный,Наземная,4
1042,17,19,36.0,24000,Красногвардейский,Девяткино,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6,1.0,1 балкон,На улицу,Косметический,2017.0,Панельный,Наземная,2
1044,4,8,36.0,32000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.7,1.0,нет балкона,Во двор,Дизайнерский,2019.0,Монолитный,Наземная,5
1045,6,10,35.5,30000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,1990.0,Панельный,Наземная,2
1047,13,25,40.0,40000,Невский,Улица Дыбенко,1.0,1.0,1.0,1.0,1.0,1.0,14.0,2.6,1.0,1 лоджия,На улицу,Дизайнерский,2019.0,Монолитный,Наземная,3
1048,1,5,31.22,18000,Пушкинский,Шушары,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1968.0,Кирпичный,Наземная,5
1049,3,4,31.0,20000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.5,1.0,1 балкон,На улицу,Косметический,1964.0,Монолитный,Наземная,5
1050,1,5,45.5,45000,Василеостровский,Василеостровская,1.0,1.0,0.0,0.0,0.0,1.0,16.3,3.2,1.0,нет балкона,Во двор,Косметический,1906.0,Кирпичный,Открытая,3
1051,4,18,37.0,30000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.6,1.0,1 балкон,На улицу,Косметический,2008.0,Панельный,Наземная,4
1052,6,25,43.0,34999,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.8,1.0,1 лоджия,Во двор,Дизайнерский,2011.0,Кирпичный,Наземная,4
1053,2,8,40.0,33000,Выборгский,Площадь Мужества,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.5,1.0,нет балкона,Во двор,Евроремонт,1966.0,Кирпичный,Наземная,3
1054,11,16,53.0,55000,Фрунзенский,Дунайская,1.0,1.0,0.0,1.0,0.0,1.0,16.0,2.6677996422182466,1.0,нет балкона,На улицу,Евроремонт,2008.0,Кирпичный,Открытая,5
1055,22,23,44.0,50000,Фрунзенский,Международная,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.6677996422182466,1.0,нет балкона,На улицу,Дизайнерский,2014.0,Кирпичный,Открытая,3
1056,12,15,69.0,55000,Невский,Проспект Большевиков,1.0,1.0,1.0,1.0,0.0,1.0,20.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2010.0,Кирпичный,Многоуровневая,5
1057,3,6,37.4,27000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,12.1,2.7,1.0,нет балкона,На улицу,Евроремонт,2014.0,Блочный,Наземная,4
1058,13,25,40.0,40000,Фрунзенский,Международная,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2011.0,Кирпичный,Наземная,4
1059,1,5,35.0,53000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1914.0,Кирпичный,Открытая,5
1060,3,5,31.0,28000,Московский,Электросила,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1960.0,Кирпичный,Наземная,4
1061,8,18,38.0,35000,Красносельский,Ленинский проспект,1.0,1.0,1.0,1.0,0.0,1.0,9.6,2.8,1.0,1 лоджия,Во двор,Евроремонт,2010.0,Панельный,Подземная,5
1062,8,19,42.0,45000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,17.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2017.0,Монолитный,Наземная,2
1063,2,5,34.0,32000,Адмиралтейский,Нарвская,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.8,1.0,нет балкона,Во двор,Евроремонт,1932.0,Кирпичный,Наземная,1
1064,10,17,45.0,45000,Калининский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.8,1.0,1 балкон,Во двор,Евроремонт,2006.0,Кирпичный,Наземная,5
1065,2,10,34.0,55000,Выборгский,Удельная,1.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,1.0,1 лоджия,Во двор,Дизайнерский,2023.0,Монолитный,Открытая,5
1066,4,7,45.1,29000,Пушкинский,Купчино,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.8,1.0,1 лоджия,Во двор,Евроремонт,2006.0,Кирпичный,Наземная,5
1067,19,22,42.5,28000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,11.0,2.8,1.0,1 лоджия,Во двор,Косметический,2013.0,Монолитный,Наземная,4
1068,10,11,33.0,40000,Фрунзенский,Обводный канал,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,2020.0,Монолитный,Открытая,2
1069,13,18,40.0,40000,Выборгский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,9.5,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2012.0,Монолитный,Наземная,2
1070,13,16,42.0,50000,Красногвардейский,Ладожская,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.5,1.0,1 лоджия,На улицу,Евроремонт,2018.0,Монолитно-кирпичный,Подземная,5
1071,15,19,40.5,40000,Невский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 балкон,Во двор,Евроремонт,2021.0,Панельный,Подземная,3
1072,3,13,35.5,30000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Дизайнерский,2019.0,Монолитный,Наземная,4
1073,13,15,37.2,20000,Калининский,Выборгская,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,1 лоджия,Во двор,Косметический,1974.0,Кирпичный,Наземная,6
1074,8,9,31.8,25000,Калининский,Академическая,1.0,1.0,0.0,0.0,0.0,1.0,8.2,2.5,1.0,нет балкона,На улицу,Косметический,1966.0,Панельный,Наземная,3
1075,8,9,35.8,27000,Пушкинский,Купчино,1.0,1.0,0.0,1.0,0.0,1.0,5.6,2.5,1.0,1 балкон,На улицу и двор,Евроремонт,1967.0,Кирпичный,Наземная,5
1076,14,15,40.0,35000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,1988.0,Панельный,Наземная,2
1077,5,5,44.0,35000,Выборгский,Пионерская,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1964.0,Кирпичный,Наземная,4
1078,1,19,36.0,28000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.6,1.0,нет балкона,Во двор,Косметический,1992.0,Кирпичный,Наземная,3
1079,7,9,33.0,30000,Фрунзенский,Международная,1.0,1.0,1.0,0.0,0.0,1.0,8.5,2.5,1.0,1 балкон,Во двор,Косметический,1967.0,Кирпичный,Наземная,6
1080,7,12,38.0,22000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,1988.0,Панельный,Открытая,3
1081,5,16,39.0,20000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Косметический,1994.0,Панельный,Наземная,4
1082,3,21,35.0,30000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,13.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Наземная,6
1083,3,5,31.0,25000,Выборгский,Площадь Мужества,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1964.0,Кирпичный,Наземная,2
1084,1,13,36.0,55000,Выборгский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,7.0,3.2,1.0,нет балкона,На улицу,Евроремонт,2022.0,Панельный,Наземная,6
1085,5,18,34.7,38000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,1.0,0.0,9.0,2.7,1.0,1 лоджия,На улицу,Косметический,2011.0,Кирпичный,Наземная,6
1086,15,27,37.0,40000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,1.0,1.0,9.1,2.7,1.0,1 лоджия,Во двор,Евроремонт,2011.0,Монолитно-кирпичный,Наземная,6
1087,12,12,40.0,28000,Фрунзенский,Дунайская,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.7,1.0,нет балкона,На улицу,Косметический,2007.0,Панельный,Наземная,6
1088,1,5,32.0,18000,Красногвардейский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1980.0,Кирпичный,Наземная,4
1089,2,2,44.0,25000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.8,1.0,2 балкона,На улицу и двор,Евроремонт,1947.0,Кирпичный,Наземная,6
1090,5,17,38.5,42000,Выборгский,Озерки,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2016.0,Кирпичный,Наземная,3
1091,2,5,32.0,31000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 балкон,На улицу,Евроремонт,2021.0,Монолитный,Наземная,3
1092,16,28,36.0,30000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.6,1.0,1 балкон,Во двор,Косметический,2010.0,Монолитно-кирпичный,Наземная,4
1093,1,24,35.0,38000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,2023.0,Монолитный,Многоуровневая,2
1094,2,12,35.8,25000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,7.3,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,1979.0,Панельный,Наземная,2
1095,3,9,36.0,24000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1985.0,Панельный,Наземная,6
1096,17,27,32.0,35000,Московский,Звездная,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2015.0,Монолитно-кирпичный,Многоуровневая,2
1097,9,9,33.0,20000,Красносельский,нет метро,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.5,1.0,нет балкона,На улицу,Косметический,1981.0,Панельный,Наземная,6
1098,3,26,31.0,27000,Фрунзенский,Проспект Славы,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.8,1.0,1 балкон,Во двор,Евроремонт,1998.0,Кирпичный,Наземная,6
1099,22,25,32.0,25000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.7,1.0,1 балкон,Во двор,Косметический,2015.0,Монолитный,Наземная,4
1100,2,10,36.0,80000,Фрунзенский,Обводный канал,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.8,1.0,нет балкона,Во двор,Дизайнерский,2020.0,Монолитный,Подземная,7
1101,16,20,36.0,40000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,10.8,2.6677996422182466,1.0,1 лоджия,На улицу,Евроремонт,2020.0,Монолитный,Наземная,2
1102,5,5,38.0,25000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1980.0,Панельный,Наземная,6
1103,2,28,37.0,28000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6,1.0,нет балкона,Во двор,Косметический,2010.0,Монолитно-кирпичный,Наземная,6
1104,8,17,32.0,35000,Кировский,Нарвская,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.7,1.0,1 балкон,Во двор,Косметический,2010.0,Блочный,Наземная,2
1108,3,10,34.0,19000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.5,1.0,1 балкон,Во двор,Косметический,1970.0,Кирпичный,Наземная,7
1109,10,26,41.0,30000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,0.0,10.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2008.0,Монолитно-кирпичный,Наземная,7
1110,6,14,44.1,28000,Красногвардейский,Девяткино,0.0,1.0,0.0,0.0,0.0,1.0,22.0,2.7,1.0,1 балкон,Во двор,Косметический,2022.0,Панельный,Наземная,2
1111,14,16,36.0,35000,Выборгский,Проспект Просвещения,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.6,1.0,1 лоджия,На улицу,Евроремонт,1978.0,Кирпичный,Наземная,7
1112,10,24,34.0,30000,Калининский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.7,1.0,нет балкона,На улицу,Евроремонт,2018.0,Монолитный,Наземная,7
1113,3,4,37.0,33000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.8,1.0,"1 лоджия, 1 балкон",Во двор,Евроремонт,2021.0,Монолитный,Наземная,4
1114,7,15,35.0,30000,Приморский,Парнас,1.0,1.0,0.0,1.0,0.0,0.0,7.0,2.8,1.0,1 лоджия,Во двор,Косметический,2022.0,Панельный,Наземная,7
1115,10,27,34.0,22000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.7,1.0,1 балкон,Во двор,Косметический,2011.0,Монолитно-кирпичный,Наземная,2
1116,7,12,35.3,25000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,12.0,2.7,1.0,1 балкон,На улицу,Косметический,2017.0,Монолитный,Наземная,7
1117,22,23,34.0,28000,Невский,Рыбацкое,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 балкон,На улицу и двор,Евроремонт,2023.0,Блочный,Наземная,1
1118,2,5,40.0,50000,Центральный,Гостиный двор,1.0,1.0,1.0,0.0,1.0,1.0,8.0,3.6,1.0,нет балкона,Во двор,Дизайнерский,1907.0,Кирпичный,Наземная,5
1119,8,9,35.0,23000,Калининский,Академическая,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.6677996422182466,1.0,нет балкона,Во двор,Евроремонт,1976.0,Кирпичный,Наземная,1
1120,6,14,50.0,70000,Московский,Фрунзенская,1.0,1.0,1.0,0.0,0.0,1.0,17.0,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2014.0,Кирпичный,Открытая,3
1121,3,9,33.1,20000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,6.4,2.6,1.0,нет балкона,Во двор,Евроремонт,1978.0,Панельный,Наземная,3
1122,9,9,28.9,29000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1972.0,Панельный,Наземная,8
1123,20,25,40.0,38000,Невский,Ломоносовская,1.0,1.0,1.0,1.0,0.0,1.0,14.0,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2018.0,Монолитный,Подземная,4
1124,15,26,35.3,30000,Калининский,Лесная,1.0,1.0,0.0,1.0,0.0,0.0,9.0,2.7,1.0,1 балкон,На улицу,Косметический,2014.0,Монолитный,Наземная,1
1125,10,25,38.0,25000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 лоджия,Во двор,Косметический,2015.0,Монолитный,Открытая,8
1126,1,4,41.5,38000,Курортный,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,12.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитный,Наземная,5
1127,1,5,36.0,25000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,15.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2023.0,Монолитный,Наземная,6
1128,16,24,24.0,27000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2022.0,Монолитный,Наземная,7
1129,9,12,34.49,34800,Приморский,Комендантский проспект,1.0,1.0,0.0,1.0,0.0,0.0,10.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Наземная,6
1130,4,18,20.0,18400,Красногвардейский,Девяткино,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2023.0,Панельный,Наземная,7
1131,18,18,35.5,31700,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.6,1.0,1 балкон,На улицу,Евроремонт,2011.0,Панельный,Наземная,2
1132,2,19,44.0,30000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,13.0,2.7,1.0,нет балкона,Во двор,Евроремонт,2012.0,Кирпичный,Открытая,2
1133,10,25,38.5,33000,Выборгский,Парнас,1.0,1.0,0.0,1.0,0.0,1.0,16.8,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2020.0,Монолитный,Наземная,2
1134,17,26,42.0,36000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,12.5,2.7,1.0,1 балкон,Во двор,Евроремонт,2019.0,Монолитный,Подземная,3
1135,5,9,30.0,42000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,1.0,0.0,1.0,8.0,2.5,1.0,1 лоджия,На улицу,Дизайнерский,1969.0,Панельный,Наземная,2
1136,8,25,37.8,35000,Калининский,Гражданский проспект,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,2010.0,Кирпичный,Наземная,2
1137,4,9,31.0,30000,Фрунзенский,Проспект Славы,1.0,1.0,0.0,1.0,1.0,0.0,8.0,2.5,1.0,1 балкон,Во двор,Косметический,1966.0,Кирпичный,Наземная,2
1138,12,14,34.5,38000,Невский,Новочеркасская,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.6677996422182466,1.0,1 балкон,На улицу,Евроремонт,2020.0,Монолитный,Наземная,2
1139,8,19,37.7,32000,Кировский,Проспект Ветеранов,1.0,1.0,0.0,1.0,0.0,1.0,14.0,2.8,1.0,1 балкон,На улицу,Косметический,2007.0,Кирпичный,Наземная,7
1140,4,5,35.0,17000,Колпинский,Рыбацкое,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1964.0,Блочный,Наземная,7
1141,6,6,35.0,25000,Калининский,Академическая,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1977.0,Кирпичный,Наземная,4
1142,2,5,45.0,50000,Адмиралтейский,Нарвская,1.0,1.0,1.0,0.0,1.0,1.0,10.0,3.2,1.0,нет балкона,Во двор,Евроремонт,1861.0,Кирпичный,Наземная,4
1143,19,24,33.8,16000,Красногвардейский,Академическая,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.6677996422182466,1.0,1 балкон,Во двор,Косметический,2019.0,Панельный,Наземная,2
1144,12,25,45.0,35000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2010.0,Кирпичный,Подземная,4
1145,2,27,37.0,29000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,0.0,15.0,2.7,1.0,1 балкон,Во двор,Дизайнерский,2012.0,Кирпичный,Подземная,8
1146,15,22,42.0,33000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,14.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2017.0,Монолитный,Наземная,7
1147,10,12,33.5,65000,Выборгский,Лесная,0.0,0.0,0.0,0.0,0.0,1.0,10.3,2.7,1.0,1 лоджия,На улицу,Дизайнерский,2022.0,Монолитный,Наземная,8
1148,9,24,41.7,30000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,16.5,2.6677996422182466,1.0,1 балкон,Во двор,Евроремонт,2015.0,Монолитный,Наземная,8
1149,5,12,35.0,50000,Выборгский,Удельная,1.0,1.0,1.0,1.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,9
1150,20,24,28.5,26000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,7.8,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Наземная,7
1151,6,17,41.0,33000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,10.5,2.6,1.0,1 балкон,Во двор,Евроремонт,2006.0,Кирпичный,Наземная,2
1152,2,4,50.0,50000,Адмиралтейский,Балтийская,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.9,1.0,нет балкона,Во двор,Евроремонт,1839.0,Кирпичный,Наземная,8
1153,17,24,37.0,28000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,14.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Многоуровневая,2
1155,12,14,45.0,25000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,17.0,3.0,1.0,1 лоджия,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,7
1156,1,18,57.0,39000,Курортный,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,15.0,2.8,1.0,нет балкона,Во двор,Евроремонт,2003.0,Кирпичный,Наземная,5
1157,1,9,32.4,27000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1980.0,Панельный,Наземная,3
1158,7,25,37.1,40000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,0.0,15.8,2.6677996422182466,1.0,1 лоджия,Во двор,Евроремонт,2023.0,Панельный,Наземная,2
1159,10,25,36.2,27000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,Во двор,Косметический,2011.0,Монолитный,Наземная,7
1160,8,17,45.0,45000,Приморский,Удельная,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.6677996422182466,1.0,нет балкона,На улицу и двор,Евроремонт,2013.0,Монолитный,Открытая,9
1161,9,18,30.1,25000,Красногвардейский,Девяткино,1.0,1.0,0.0,0.0,0.0,1.0,15.0,2.6677996422182466,1.0,нет балкона,Во двор,Косметический,2023.0,Панельный,Наземная,9
