,id,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,adress,time_to_rent,m_lat,m_long,a_lat,a_long,time_to_metro
223,298809175.0,10,20,31.1,29700,Невский,Пролетарская,1.0,1.0,0.0,1.0,0.0,1.0,9.0,2.5,1.0,1 балкон,На улицу,Евроремонт,2019.0,Монолитный,Наземная, Бабушкина 84к1 Санкт-Петербург,2,59.865122,30.470324,59.862357,30.464422,7.66105
224,298809102.0,2,12,36.0,28000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.67277397260274,1.0,1 лоджия,Во двор,Косметический,1969.0,Кирпичный,Наземная,Бухарестская  94К5 Санкт-Петербург,2,59.856614,30.39545,59.862903,30.393105,10.466983333333333
225,298808683.0,3,6,38.0,35000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2.6,1.0,1 балкон,Во двор,Косметический,1992.0,Кирпичный,Наземная,Варшавская  63К1 Санкт-Петербург,1,59.852018,30.322399,59.849157,30.314116,11.2596
226,298808291.0,3,12,37.0,21000,Невский,Рыбацкое,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,нет балкона,Во двор,Косметический,1989.0,Панельный,Наземная,Рыбацкий проспект 47 Санкт-Петербург,12,59.830856,30.500319,59.837038,30.51489,16.236366666666665
227,298807799.0,10,11,37.0,50000,Приморский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Панельный,Многоуровневая,Студенческая  26к3 Санкт-Петербург,7,59.984769,30.344363,59.995188,30.322731,28.783566666666665
228,298807637.0,11,12,41.0,30000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,1994.0,Блочный,Наземная,проспект Испытателей 26 Санкт-Петербург,2,60.008716,30.258385,60.006003,30.26876,9.124983333333335
229,298807280.0,1,17,38.0,31700,Красногвардейский,Ладожская,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6,1.0,нет балкона,На улицу и двор,Евроремонт,1995.0,Кирпичный,Наземная, Коммуны 28к1 Санкт-Петербург,10,59.932428,30.439198,59.948726,30.50146,58.394283333333334
231,298805985.0,2,9,30.3,20000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,6.3,2.5,1.0,нет балкона,Во двор,Косметический,1970.0,Панельный,Наземная, Отважных 3 Санкт-Петербург,12,59.850712,30.268356,59.836206,30.17026,81.27718333333334
233,298803873.0,2,5,31.0,22000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Монолитный,Наземная, Орджоникидзе 37К2 Санкт-Петербург,1,59.83328,30.349447,59.83957,30.345225,10.966766666666667
234,298803488.0,7,10,37.2,23000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,0.0,8.2,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1971.0,Панельный,Наземная,Краснопутиловская  109 Санкт-Петербург,7,59.852018,30.322399,59.849171,30.308834,15.255500000000001
235,298803090.0,21,25,38.0,40000,Приморский,Старая Деревня,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.7,1.0,1 лоджия,На улицу и двор,Дизайнерский,2016.0,Монолитный,Подземная,Яхтенная  24к2 Санкт-Петербург,10,59.989391,30.25516,59.99818,30.217988,32.26115
237,298801956.0,16,25,45.0,38000,Калининский,Академическая,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2005.0,Монолитно-кирпичный,Наземная,Гражданский проспект 36 Санкт-Петербург,4,60.012719,30.396133,60.010942,30.394147,3.7072
238,298796195.0,10,12,36.0,65000,Выборгский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,10.9,2.7,1.0,1 балкон,На улицу,Дизайнерский,2022.0,Монолитный,Наземная, Александра Матросова 8к1 Санкт-Петербург,12,59.984769,30.344363,59.978575,30.333781,14.7868
239,298796103.0,1,5,30.5,24000,Невский,Ломоносовская,1.0,1.0,1.0,1.0,0.0,1.0,5.8,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1960.0,Монолитный,Открытая,бульвар Красных Зорь 2 Санкт-Петербург,2,59.877335,30.441695,59.871608,30.44625,9.885916666666667
240,298795612.0,4,9,35.0,24000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,На улицу,Косметический,1977.0,Панельный,Наземная,проспект Королева 19 Санкт-Петербург,12,60.008716,30.258385,60.012966,30.283699,24.54755
242,298794349.0,9,25,34.1,30000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,0.0,8.8,2.7,1.0,1 балкон,На улицу,Евроремонт,2021.0,Монолитный,Наземная, Федора Котанова 13к1 Санкт-Петербург,2,59.83328,30.349447,59.823787,30.347686,19.15805
243,298794063.0,7,9,32.0,26000,Красногвардейский,Ладожская,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1968.0,Блочный,Наземная,проспект Энергетиков 68 Санкт-Петербург,11,59.932428,30.439198,59.971087,30.435856,60.5801
244,298790973.0,9,18,38.0,22000,Красносельский,Ленинский проспект,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2011.0,Панельный,Наземная,Ленинский проспект 57к1 Санкт-Петербург,4,59.850712,30.268356,59.86176,30.175551,71.05518333333333
245,298789199.0,12,25,46.4,35000,Выборгский,Озерки,1.0,1.0,0.0,1.0,1.0,1.0,11.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2011.0,Кирпичный,Наземная, Есенина 1к1 Санкт-Петербург,12,60.037144,30.321869,60.028928,30.330511,16.018633333333334
247,298784709.0,2,10,38.0,44000,Василеостровский,Василеостровская,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.7,1.0,нет балкона,Во двор,Дизайнерский,2018.0,Монолитный,Наземная,26-я Васильевского острова линия 7 Санкт-Петербург,4,59.94252,30.278274,59.928834,30.260523,29.05785
248,298784628.0,3,5,28.6,27000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Кирпичный,Наземная,Дачный проспект 21К6 Санкт-Петербург,6,59.841961,30.252115,59.838652,30.254199,6.565816666666667
249,298784477.0,11,24,37.0,30000,Невский,Елизаровская,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2012.0,Кирпичный,Наземная, Седова 24К3 Санкт-Петербург,2,59.896644,30.423774,59.894919,30.413335,8.987283333333332
250,298784213.0,5,27,36.0,35000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2011.0,Монолитно-кирпичный,Наземная,проспект Луначарского 78к5 Санкт-Петербург,7,60.034829,30.418195,60.035117,30.374304,42.097899999999996
251,298780946.0,3,8,36.9,30000,Выборгский,Площадь Мужества,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.5,1.0,нет балкона,Во двор,Косметический,1966.0,Кирпичный,Наземная,проспект Тореза 36К2 Санкт-Петербург,2,59.99971,30.366614,60.005095,30.353247,14.475316666666666
252,298779769.0,6,8,32.0,25000,Красносельский,Проспект Ветеранов,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.6,1.0,1 балкон,На улицу,Косметический,2022.0,Монолитно-кирпичный,Наземная,проспект Буденного 19к2 Санкт-Петербург,4,59.841961,30.252115,59.84273,30.094478,117.38456666666666
253,298778670.0,5,5,28.0,25000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,1.0,0.0,1.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Кирпичный,Наземная,Дачный проспект 21К6 Санкт-Петербург,6,59.841961,30.252115,59.838652,30.254199,6.565816666666667
254,298776358.0,1,5,40.0,25000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,9.0,3.0,1.0,нет балкона,На улицу,Евроремонт,1958.0,Монолитный,Наземная, Седова 75/21 Санкт-Петербург,4,59.877335,30.441695,59.873496,30.436162,8.84575
255,298775840.0,24,26,39.8,27000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.67277397260274,1.0,1 балкон,На улицу,Косметический,2013.0,Кирпичный,Открытая, Федора Абрамова 8 Санкт-Петербург,6,60.066913,30.334023,60.073764,30.338326,10.122250000000001
256,298774362.0,2,9,35.0,23000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.5,1.0,1 лоджия,Во двор,Косметический,1973.0,Панельный,Наземная,проспект Луначарского 100 Санкт-Петербург,7,60.034829,30.418195,60.027184,30.406571,21.97533333333333
257,298770600.0,3,5,32.0,28000,Центральный,Площадь Александра Невского,1.0,1.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,нет балкона,Во двор,Косметический,1956.0,Кирпичный,Наземная, Александра Невского 3 Санкт-Петербург,3,59.923563,30.383421,59.925159,30.383781,9.573166666666667
258,298770389.0,9,25,38.6,40000,Калининский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,10.3,2.7,1.0,1 балкон,Во двор,Евроремонт,2014.0,Монолитный,Наземная,Пискарёвка 3к3 Санкт-Петербург,2,59.984769,30.344363,59.99062,30.418007,61.9266
259,298768713.0,8,9,32.0,24000,Кировский,Автово,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.6,1.0,нет балкона,Во двор,Косметический,1976.0,Панельный,Наземная,проспект Маршала Жукова 26/16В Санкт-Петербург,3,59.867281,30.260999,59.859176,30.234454,27.46966666666667
260,298767431.0,5,11,50.0,26000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.6,1.0,1 балкон,Во двор,Евроремонт,2015.0,Монолитный,Наземная, Тихоокеанская 1к3 Санкт-Петербург,13,60.051176,30.332676,60.074536,30.240841,82.92245
261,298722900.0,11,27,33.5,30000,Выборгский,Парнас,1.0,1.0,0.0,0.0,1.0,1.0,12.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Кирпичный,Наземная, Федора Абрамова 21к1 Санкт-Петербург,1,60.066913,30.334023,60.080142,30.344399,19.888466666666666
262,298701150.0,23,25,30.8,25000,Красногвардейский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,1.0,нет балкона,На улицу,Дизайнерский,2023.0,Панельный,Наземная,Полюстрово 25к3 Санкт-Петербург,9,60.034829,30.418195,59.973131,30.40234,103.68623333333333
264,298662512.0,16,28,35.0,30000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Косметический,2010.0,Монолитно-кирпичный,Наземная,Караваевская  28к1 Санкт-Петербург,16,59.830856,30.500319,59.832114,30.510057,9.632583333333335
265,298641690.0,6,17,36.0,25000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,0.0,11.0,2.5,1.0,1 балкон,На улицу,Косметический,1977.0,Кирпичный,Наземная,Киришская  11/16 Санкт-Петербург,1,60.034829,30.418195,60.031423,30.426981,14.9479
266,298575042.0,14,25,32.0,27000,Пушкинский,Звездная,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2019.0,Монолитный,Наземная, Валдайская 6к2 Санкт-Петербург,9,59.83328,30.349447,59.802418,30.377618,60.213116666666664
267,298573109.0,13,13,25.0,44900,Выборгский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.6,1.0,нет балкона,Во двор,Евроремонт,2022.0,Монолитный,Наземная,Большой Сампсониевский проспект 69к1 Санкт-Петербург,2,59.984769,30.344363,59.981739,30.337679,10.9102
268,298538559.0,6,10,35.0,45000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,0.0,15.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2021.0,Монолитный,Наземная,Железнодорожный проспект 14к1 Санкт-Петербург,10,59.877335,30.441695,59.883047,30.428885,16.975683333333333
269,298534476.0,8,12,37.0,35000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Косметический,1985.0,Панельный,Наземная, Коллонтай 21К1 Санкт-Петербург,11,59.919865,30.466713,59.918765,30.469148,5.104299999999999
270,298531849.0,8,26,34.0,30000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,11.9,2.67277397260274,1.0,1 балкон,Во двор,Косметический,2011.0,Монолитно-кирпичный,Наземная,проспект Луначарского 78к5 Санкт-Петербург,11,60.034829,30.418195,60.035117,30.374304,42.097899999999996
271,298522383.0,7,23,46.0,55000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,18.2,2.7,1.0,1 балкон,На улицу,Евроремонт,2018.0,Монолитный,Подземная,Комендантский проспект 58к1 Санкт-Петербург,5,60.008716,30.258385,60.03327,30.22804,41.57041666666667
272,298438159.0,23,26,38.0,24000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Кирпичный,Наземная,Заречная  45к2 Санкт-Петербург,9,60.066913,30.334023,60.08196,30.350516,25.0857
273,298421247.0,9,25,32.1,26000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Многоуровневая, Плесецкая 10 Санкт-Петербург,12,60.008716,30.258385,60.03371,30.214808,51.082633333333334
274,298421113.0,2,13,37.0,26000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2008.0,Панельный,Наземная,Шуваловский проспект 84к1 Санкт-Петербург,5,60.008716,30.258385,59.998711,30.194057,58.86318333333334
275,298419115.0,9,24,38.0,45000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,17.0,2.8,1.0,1 лоджия,Во двор,Дизайнерский,2018.0,Монолитно-кирпичный,Наземная,5-й Предпортовый проезд 2 Санкт-Петербург,3,59.852018,30.322399,59.840849,30.312392,21.27126666666667
276,298414665.0,13,13,41.0,60000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.67277397260274,1.0,нет балкона,На улицу,Евроремонт,2016.0,Панельный,Открытая,Республиканская  24к1 Санкт-Петербург,14,59.928916,30.411485,59.934434,30.413272,10.965583333333333
277,298414204.0,4,13,42.5,60000,Адмиралтейский,Балтийская,1.0,1.0,1.0,0.0,0.0,1.0,13.7,2.7,1.0,1 балкон,Во двор,Евроремонт,2022.0,Кирпичный,Подземная,бульвар Измайловский 4к1 Санкт-Петербург,11,59.907207,30.299725,59.903927,30.306768,14.91655
278,298411728.0,2,10,31.0,30000,Калининский,Выборгская,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,нет балкона,На улицу,Евроремонт,1974.0,Кирпичный,Наземная,Кондратьевский проспект 53 Санкт-Петербург,10,59.971006,30.347309,59.974131,30.390419,38.175066666666666
279,298911618.0,13,18,38.5,40000,Выборгский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.67277397260274,1.0,1 балкон,На улицу,Евроремонт,2012.0,Монолитный,Наземная,Лесной проспект 67к1 Санкт-Петербург,3,59.984769,30.344363,59.986803,30.342054,5.445383333333334
280,298911226.0,4,17,38.6,27000,Красногвардейский,Ладожская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2008.0,Кирпичный,Наземная,проспект Наставников 43к1 Санкт-Петербург,9,59.932428,30.439198,59.953845,30.484266,54.27758333333334
281,298911064.0,5,17,38.5,42000,Выборгский,Удельная,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2016.0,Кирпичный,Наземная,Лиственная  18к1 Санкт-Петербург,6,60.016681,30.315617,60.028357,30.337185,27.66668333333333
282,298910300.0,6,9,51.3,29000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,1.0,1.0,10.0,2.5,1.0,нет балкона,На улицу,Косметический,1973.0,Панельный,Наземная, Димитрова 24К1 Санкт-Петербург,1,59.856614,30.39545,59.851711,30.39571,10.698716666666666
283,298910104.0,15,19,35.0,33000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,1.0,17.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2021.0,Монолитный,Наземная,Железнодорожный проспект 14к1 Санкт-Петербург,9,59.877335,30.441695,59.883047,30.428885,16.975683333333333
284,298909506.0,14,17,38.0,25000,Московский,Звездная,1.0,1.0,1.0,0.0,1.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2007.0,Монолитный,Наземная,Звездная  20 Санкт-Петербург,1,59.83328,30.349447,59.83697,30.367009,15.175266666666666
285,298908762.0,11,14,31.0,60000,Фрунзенский,Обводный канал,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,На улицу и двор,Дизайнерский,2022.0,Монолитный,Подземная, Тосина 6 Санкт-Петербург,1,59.914714,30.349699,59.904053,30.347659,17.977899999999998
286,298908590.0,8,14,37.0,50000,Приморский,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,12.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитный,Наземная,Приморский проспект 52К1 Санкт-Петербург,9,59.988005,30.202609,59.98359,30.237616,25.1444
287,298907919.0,21,25,41.0,40000,Красногвардейский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.7,1.0,2 лоджии,На улицу и двор,Евроремонт,2016.0,Монолитно-кирпичный,Наземная,Екатерининский проспект 2 Санкт-Петербург,2,59.984769,30.344363,59.97798,30.436638,70.47506666666666
288,298907864.0,2,26,31.0,25000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Монолитный,Наземная, Вишерская 3к2 Санкт-Петербург,0,59.829807,30.375453,59.810251,30.370387,40.564566666666664
289,298907444.0,10,17,38.0,23000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.8,1.0,1 лоджия,Во двор,Косметический,2013.0,Монолитный,Наземная, Ворошилова 29к3 Санкт-Петербург,2,59.907437,30.483368,59.932193,30.462042,42.949733333333334
290,298907233.0,3,7,45.0,54000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,0.0,1.0,15.0,2.67277397260274,1.0,1 лоджия,Во двор,Дизайнерский,2013.0,Кирпичный,Открытая,Полтавский проезд 2 Санкт-Петербург,9,59.931522,30.360568,59.925078,30.367198,13.656749999999999
291,298906752.0,5,15,38.0,28000,Красногвардейский,Выборгская,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,1972.0,Кирпичный,Наземная,Апрельская  4 Санкт-Петербург,1,59.971006,30.347309,59.962773,30.413695,54.02911666666667
293,298905573.0,13,20,40.0,35000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2018.0,Монолитно-кирпичный,Наземная,5-й Предпортовый проезд 2 Санкт-Петербург,6,59.852018,30.322399,59.840849,30.312392,21.27126666666667
294,298904833.0,16,17,38.6,28000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.2,2.6,1.0,1 лоджия,Во двор,Косметический,1988.0,Монолитный,Наземная,Серебристый бульвар 38 Санкт-Петербург,9,60.008716,30.258385,60.015138,30.284939,27.16055
295,298904474.0,12,18,41.0,27000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6,1.0,1 лоджия,На улицу и двор,Косметический,2007.0,Кирпичный,Наземная,Дунайский проспект 5к6 Санкт-Петербург,0,59.83328,30.349447,59.828247,30.331175,19.33631666666667
