,id,time_post,time_parse,link,city,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,district,street,house_number,underground,Холодильник,Стиральная машина,Телевизор,Ванна,Мебель на кухне,Посудомоечная машина,Кондиционер,Интернет,Душевая кабина,Мебель в комнатах,Жилая площадь,Площадь кухни,Высота потолков,Планировка,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Аварийность,Парковка
0,295710820,28/11/2023  11:39,28/11/2023 11:49,https://spb.cian.ru/rent/flat/295710820/,Ленобласть,4,5,1,36.5,684,25000,Выборгский, Садовая,4,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.8,10.6,,,1.0,1 балкон,На улицу и двор,Евроремонт,2006.0,Кирпичный,Нет,
1,295710769,28/11/2023  11:33,28/11/2023 11:50,https://spb.cian.ru/rent/flat/295710769/,Ленобласть,6,18,1,42.0,428,18000,Всеволожский, Шоссе в Лаврики,85,Девяткино,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,20.0,12.0,2.7,,1.0,1 лоджия,,Евроремонт,2015.0,Кирпичный,Нет,Открытая
2,295710715,28/11/2023  11:31,28/11/2023 11:51,https://spb.cian.ru/rent/flat/295710715/,Ленобласть,4,18,1,38.53,648,25000,Всеволожский, Австрийская,4к1,Улица Дыбенко,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,17.3,11.1,2.6,,1.0,1 балкон,На улицу,Евроремонт,2015.0,Монолитный,Нет,Наземная
3,295707854,28/11/2023  10:56,22/02/2024 03:15,https://spb.cian.ru/rent/flat/295707854/,Ленобласть,3,6,1,30.0,500,15000,Кириши,Пионерская ,9,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,6.0,2.5,,1.0,1 балкон,Во двор,Косметический,1964.0,Кирпичный,Нет,Наземная
4,295705718,28/11/2023  09:21,28/11/2023 11:54,https://spb.cian.ru/rent/flat/295705718/,Ленобласть,2,5,1,31.2,673,21000,Тосненский,Советский проспект,219,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.9,6.8,2.5,,1.0,1 балкон,,Дизайнерский,1977.0,Кирпичный,Нет,Открытая
5,295702711,28/11/2023  06:22,28/11/2023 11:55,https://spb.cian.ru/rent/flat/295702711/,Ленобласть,9,14,1,33.0,666,22000,Всеволожский, Мира,9,Улица Дыбенко,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,8.0,,,1.0,1 балкон,Во двор,Евроремонт,2023.0,Панельный,Нет,Наземная
6,295702527,28/11/2023  05:51,28/11/2023 11:56,https://spb.cian.ru/rent/flat/295702527/,Ленобласть,5,8,1,37.0,540,20000,Гатчинский,Большеколпанское с/пос,1,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,9.0,2.7,,,1 балкон,,Косметический,2014.0,Кирпичный,Нет,
7,295695644,28/11/2023  00:30,28/11/2023 11:57,https://spb.cian.ru/rent/flat/295695644/,Ленобласть,20,24,1,35.0,628,22000,Всеволожский, Шувалова,7,Девяткино,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0,11.0,2.7,,1.0,1 балкон,На улицу,Косметический,2015.0,Монолитно-кирпичный,Нет,Наземная
8,295694721,28/11/2023  00:03,28/11/2023 11:58,https://spb.cian.ru/rent/flat/295694721/,Ленобласть,2,3,1,35.0,285,10000,Кировский, Советская,3,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,0.0,,1.0,1 балкон,Во двор,Косметический,1978.0,Панельный,Нет,
9,295694285,28/11/2023  11:28,28/11/2023 11:59,https://spb.cian.ru/rent/flat/295694285/,Ленобласть,6,14,1,33.0,757,25000,Всеволожский,бульвар Воронцовский,16к2,Девяткино,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1 балкон,,Косметический,2020.0,Монолитный,Нет,
