,id,time_post,time_parse,link,city,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,district,street,house_number,underground,Холодильник,Стиральная машина,Телевизор,Ванна,Мебель на кухне,Посудомоечная машина,Кондиционер,Интернет,Душевая кабина,Мебель в комнатах,Жилая площадь,Площадь кухни,Высота потолков,Планировка,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Аварийность,Парковка
0,295682772.0,27/11/2023  18:43,28/11/2023 04:17,https://spb.cian.ru/rent/flat/295682772/,Санкт-Петербург,2,4,4,120.0,833,100000,Петроградский,Аптекарский проспект,18,Петроградская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,90.0,20.0,3.0,Изолированная,2.0,,,Евроремонт,2020.0,Монолитный,Нет,
1,295672996.0,27/11/2023  16:23,06/12/2023 00:03,https://spb.cian.ru/rent/flat/295672996/,Санкт-Петербург,4,7,4,103.0,1553,160000,Адмиралтейский,Малая Морская ,19,Адмиралтейская,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,15.0,,Смежная/Изолированная,,,,Евроремонт,1905.0,Кирпичный,Нет,Наземная
2,295660060.0,27/11/2023  13:00,28/11/2023 04:20,https://spb.cian.ru/rent/flat/295660060/,Санкт-Петербург,6,8,4,186.5,1447,270000,Петроградский,набережная Мартынова,4,Крестовский остров,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.2,24.4,3.0,,3.0,,На улицу и двор,Дизайнерский,2001.0,Кирпичный,Нет,Подземная
3,295648837.0,27/11/2023  21:25,06/12/2023 00:03,https://spb.cian.ru/rent/flat/295648837/,Санкт-Петербург,4,10,4,82.0,1048,86000,Красногвардейский,Пискаревский проспект,1,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,55.0,17.0,,,2.0,1 балкон,,Дизайнерский,2016.0,Монолитный,Нет,Подземная
4,295621152.0,26/11/2023  19:24,06/12/2023 00:03,https://spb.cian.ru/rent/flat/295621152/,Санкт-Петербург,4,9,4,220.0,1613,355000,Петроградский,Корпусная ,9,Чкаловская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,18.0,3.0,,2.0,,На улицу и двор,Дизайнерский,2012.0,Монолитный,Нет,Подземная
5,295610595.0,26/11/2023  18:55,06/12/2023 00:03,https://spb.cian.ru/rent/flat/295610595/,Санкт-Петербург,4,12,4,99.0,505,50000,Пушкинский,Московское шоссе,250к2,Шушары,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,62.7,14.0,2.6,Изолированная,2.0,2 балкона,На улицу и двор,Евроремонт,2020.0,,Нет,Наземная
6,295609742.0,26/11/2023  14:50,06/12/2023 00:03,https://spb.cian.ru/rent/flat/295609742/,Санкт-Петербург,4,7,4,103.0,1553,160000,Адмиралтейский,Малая Морская ,19,Адмиралтейская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,25.0,3.7,,2.0,,На улицу и двор,Дизайнерский,1905.0,Кирпичный,Нет,Наземная
7,295528463.0,27/11/2023  16:17,28/11/2023 04:26,https://spb.cian.ru/rent/flat/295528463/,Санкт-Петербург,9,15,4,74.0,472,35000,Колпинский, Веры Слуцкой,50,Шушары,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,59.0,7.0,2.5,,1.0,1 лоджия,На улицу,Косметический,1986.0,Кирпичный,Нет,Наземная
8,295479963.0,27/11/2023  10:04,28/11/2023 04:27,https://spb.cian.ru/rent/flat/295479963/,Санкт-Петербург,4,10,4,145.0,965,140000,Василеостровский,Уральская ,2,Василеостровская,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0,2.8,,,,,,2017.0,Кирпичный,Нет,
9,295456965.0,24/11/2023  16:58,06/12/2023 00:03,https://spb.cian.ru/rent/flat/295456965/,Санкт-Петербург,2,14,4,156.0,641,100000,Красногвардейский,Малоохтинский проспект,16к1,Новочеркасская,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,23.0,3.0,,2.0,,На улицу,Дизайнерский,2003.0,Кирпичный,Нет,Подземная
