,id,time_post,time_parse,link,city,floor,floors_count,rooms_count,total_meters,price_per_m2,price_per_month,district,street,house_number,underground,Холодильник,Стиральная машина,Телевизор,Ванна,Мебель на кухне,Посудомоечная машина,Кондиционер,Интернет,Душевая кабина,Мебель в комнатах,Жилая площадь,Площадь кухни,Высота потолков,Планировка,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Аварийность,Парковка
69,295709676.0,28/11/2023  11:57,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295709676/,Санкт-Петербург,12,18,1,23.0,1043,24000,Кировский,проспект Ветеранов,75к1,Проспект Ветеранов,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,3.0,2.8,,1.0,,Во двор,Косметический,2008.0,Монолитно-кирпичный,Нет,
70,295709169.0,28/11/2023  11:03,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295709169/,Санкт-Петербург,8,12,1,25.0,1360,34000,Приморский,Озеро Долгое,15к3,Старая Деревня,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,3.0,3.0,,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитный,Нет,Наземная
71,295708791.0,28/11/2023  10:52,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295708791/,Санкт-Петербург,2,12,1,24.0,1416,34000,Московский,2-й Предпортовый проезд,6,Московская,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,4.0,,,1.0,1 балкон,На улицу и двор,Дизайнерский,2021.0,Монолитный,Нет,Многоуровневая
72,295707329.0,28/11/2023  10:14,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295707329/,Санкт-Петербург,10,12,1,24.2,1446,35000,Выборгский,Манчестерская ,3к2,Удельная,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,,2.7,,1.0,1 балкон,На улицу,Евроремонт,2022.0,Монолитный,Нет,Подземная
73,295705909.0,28/11/2023  09:28,28/01/2024 23:22,https://spb.cian.ru/rent/flat/295705909/,Санкт-Петербург,11,17,1,20.0,1225,24500,Красногвардейский,Полюстрово,25к2,Девяткино,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,Во двор,Косметический,,,,Открытая
74,295693898.0,27/11/2023  23:37,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295693898/,Санкт-Петербург,1,13,1,25.0,1000,25000,Приморский,Планерная ,97к2,Комендантский проспект,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.7,,,,,Косметический,2023.0,Монолитный,Нет,
75,295690791.0,27/11/2023  21:53,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295690791/,Санкт-Петербург,2,2,1,16.0,1687,27000,Василеостровский,15-я Васильевского острова линия,64,Василеостровская,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,1.0,,На улицу и двор,Евроремонт,,,,
76,295667564.0,27/11/2023  14:41,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295667564/,Санкт-Петербург,3,6,1,25.0,1040,26000,Василеостровский, Челюскина,2,Приморская,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,5.0,2.5,,1.0,1 балкон,,Евроремонт,2020.0,Монолитный,Нет,Открытая
77,295667011.0,27/11/2023  14:34,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295667011/,Санкт-Петербург,5,11,1,24.0,1083,26000,Красносельский, Адмирала Черокова,20,Проспект Ветеранов,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,5.0,2.8,,1.0,1 балкон,Во двор,Евроремонт,2015.0,Монолитно-кирпичный,Нет,
78,295666784.0,28/11/2023  16:44,29/11/2023 02:38,https://spb.cian.ru/rent/flat/295666784/,Санкт-Петербург,6,10,1,25.0,1800,45000,Василеостровский,26-я Васильевского острова линия,7,Василеостровская,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,4.0,,,1.0,,Во двор,Дизайнерский,2018.0,Монолитный,Нет,
