,id,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,adress,time_to_rent,m_lat,m_long,a_lat,a_long
13,298752187.0,14,17,33.0,30000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,нет балкона,Во двор,Дизайнерский,2013.0,Монолитный,Наземная,Туристская  20к2 Санкт-Петербург,3,59.988005,30.202609,59.998189,30.20542
14,298752155.0,7,8,25.3,27000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.67277397260274,1.0,1 лоджия,На улицу,Косметический,1963.0,Кирпичный,Наземная, Седова 120 Санкт-Петербург,6,59.877335,30.441695,59.867832,30.443186
15,298751495.0,3,5,30.0,25000,Московский,Звездная,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.67277397260274,1.0,1 балкон,Во двор,Косметический,1966.0,Кирпичный,Наземная,Витебский проспект 69 Санкт-Петербург,1,59.83328,30.349447,59.841324,30.363272
16,298750362.0,3,5,36.0,23000,Невский,Улица Дыбенко,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.6,1.0,1 балкон,Во двор,Косметический,1971.0,Панельный,Наземная, Дыбенко 36К3 Санкт-Петербург,13,59.907437,30.483368,59.912017,30.494471
17,298750318.0,8,14,50.0,40000,Калининский,Выборгская,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,Во двор,Косметический,2012.0,Кирпичный,Наземная,проспект Металлистов 116к1 Санкт-Петербург,1,59.971006,30.347309,59.97206,30.394794
18,298750227.0,2,14,35.0,70000,Приморский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2021.0,Монолитный,Подземная,Земледельческая  3 Санкт-Петербург,6,59.984769,30.344363,59.99026,30.328049
19,298746071.0,20,21,40.0,47000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,1.0,1.0,13.0,2.7,1.0,1 балкон,На улицу,Евроремонт,2021.0,Монолитный,Наземная,Полевая Сабировская  45к1 Санкт-Петербург,13,60.008716,30.258385,59.994868,30.275094
20,298739813.0,3,9,36.0,50000,Выборгский,Лесная,1.0,1.0,0.0,0.0,0.0,1.0,17.5,2.67277397260274,1.0,нет балкона,Во двор,Евроремонт,2022.0,Монолитный,Наземная,Большой Сампсониевский проспект 69к3 Санкт-Петербург,0,59.984769,30.344363,59.982748,30.336763
21,298736423.0,4,17,42.0,24000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,На улицу,Косметический,1991.0,Кирпичный,Наземная, Ильюшина 15К2 Санкт-Петербург,6,60.008716,30.258385,60.010789,30.238577
22,298732659.0,9,21,38.3,35000,Красногвардейский,Ладожская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,2.0,"1 лоджия, 1 балкон",На улицу и двор,Евроремонт,2017.0,Панельный,Наземная,проспект Энергетиков 9к6 Санкт-Петербург,3,59.932428,30.439198,59.937991,30.440141
23,298732395.0,2,13,35.0,45000,Фрунзенский,Обводный канал,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Монолитный,Подземная, Тосина 6 Санкт-Петербург,0,59.914714,30.349699,59.904053,30.347659
24,298730957.0,3,21,31.9,35000,Фрунзенский,Международная,1.0,1.0,1.0,1.0,0.0,1.0,8.4,2.6,1.0,1 лоджия,Во двор,Евроремонт,2010.0,Кирпичный,Наземная, Турку 11к2 Санкт-Петербург,13,59.870208,30.379298,59.865962,30.380942
25,298727898.0,12,14,36.0,32000,Василеостровский,Приморская,1.0,1.0,0.0,0.0,0.0,0.0,7.5,2.6,1.0,1 лоджия,Во двор,Косметический,1977.0,Блочный,Наземная, Кораблестроителей 35 Санкт-Петербург,6,59.94846,30.234607,59.953817,30.222075
26,298727184.0,3,19,35.0,43000,Адмиралтейский,Московские ворота,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.67277397260274,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Кирпичный,Подземная,бульвар Измайловский 11 Санкт-Петербург,1,59.892098,30.317961,59.896946,30.306094
27,298725143.0,9,10,43.0,40000,Василеостровский,Василеостровская,1.0,1.0,0.0,0.0,0.0,1.0,13.0,3.0,1.0,1 лоджия,На улицу,Евроремонт,2014.0,Панельный,Подземная, Беринга 5 Санкт-Петербург,8,59.94252,30.278274,59.936846,30.248189
28,298720762.0,17,24,31.0,33000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.67277397260274,1.0,1 лоджия,Во двор,Дизайнерский,2019.0,Блочный,Открытая, Плесецкая 14 Санкт-Петербург,13,60.008716,30.258385,60.035256,30.218572
29,298720661.0,9,9,32.0,22000,Петродворцовый,Автово,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.67277397260274,1.0,1 лоджия,На улицу,Евроремонт,1982.0,Кирпичный,Открытая, Шахматова 4к1 Санкт-Петербург,11,59.867281,30.260999,59.867032,29.864707
30,298719153.0,5,19,40.0,20000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2009.0,Панельный,Наземная,Богатырский проспект 50к1 Санкт-Петербург,3,60.008716,30.258385,60.005482,30.217242
31,298719076.0,3,4,45.0,61000,Приморский,Беговая,1.0,1.0,0.0,1.0,0.0,1.0,16.0,3.0,1.0,1 лоджия,Во двор,Дизайнерский,2015.0,Монолитный,Наземная, Новая 51к7 Санкт-Петербург,2,59.988005,30.202609,60.006638,30.153623
32,298717703.0,13,15,44.9,75000,Красногвардейский,Новочеркасская,1.0,1.0,0.0,1.0,0.0,1.0,23.9,2.7,1.0,1 балкон,На улицу и двор,Дизайнерский,2018.0,Монолитный,Наземная,Магнитогорская  3к2 Санкт-Петербург,13,59.928916,30.411485,59.936206,30.417396
33,298709077.0,7,24,38.0,35000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.6,1.0,1 балкон,Во двор,Евроремонт,2016.0,Панельный,Подземная,проспект Энергетиков 9К1 Санкт-Петербург,0,59.928916,30.411485,59.937761,30.436278
34,298708931.0,6,10,38.0,25000,Приморский,Пионерская,1.0,1.0,0.0,0.0,0.0,1.0,7.5,2.6,1.0,нет балкона,Во двор,Косметический,1975.0,Панельный,Наземная,Серебристый бульвар 18К2 Санкт-Петербург,5,60.002517,30.296671,60.0041,30.277869
35,298708596.0,13,18,45.0,33000,Приморский,Пионерская,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.67277397260274,1.0,1 балкон,Во двор,Косметический,2004.0,Монолитный,Открытая,Коломяжский проспект 26 Санкт-Петербург,12,60.002517,30.296671,60.004285,30.295261
36,298708387.0,4,19,38.5,35000,Калининский,Выборгская,1.0,1.0,0.0,0.0,0.0,0.0,10.5,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Монолитно-кирпичный,Наземная,проспект Металлистов 117 Санкт-Петербург,5,59.971006,30.347309,59.97599,30.386754
37,298707524.0,25,28,35.0,32000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.67277397260274,1.0,нет балкона,Во двор,Евроремонт,2014.0,Кирпичный,Наземная, Николая Рубцова 11к1 Санкт-Петербург,2,60.066913,30.334023,60.077458,30.337895
38,298705744.0,9,11,42.9,58000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,1.0,0.0,1.0,12.4,2.8,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Панельный,Наземная,Московский проспект 73к4 Санкт-Петербург,4,59.906179,30.31753,59.905006,30.316695
39,298705348.0,16,25,35.0,35000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,Во двор,Косметический,2019.0,Монолитный,Подземная,Гражданский проспект 107к4 Санкт-Петербург,2,60.034829,30.418195,60.028681,30.414665
40,298704422.0,5,8,42.0,75000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.67277397260274,1.0,1 лоджия,На улицу,Дизайнерский,2019.0,Кирпичный,Подземная,Полтавский проезд 3 Санкт-Петербург,14,59.931522,30.360568,59.927116,30.367925
41,298704357.0,6,14,36.3,36000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.5,1.0,1 лоджия,На улицу,Дизайнерский,1989.0,Кирпичный,Наземная,Морская набережная 17к1 Санкт-Петербург,5,59.94846,30.234607,59.944932,30.206992
42,298703713.0,5,5,36.0,38000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.67277397260274,1.0,1 балкон,Во двор,Дизайнерский,2022.0,Монолитный,Наземная,Пулковское шоссе 71к15 Санкт-Петербург,13,59.83328,30.349447,59.765306,30.313515
43,298703067.0,15,28,35.0,30000,Невский,Рыбацкое,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2010.0,Монолитно-кирпичный,Наземная,Караваевская  28к1 Санкт-Петербург,6,59.830856,30.500319,59.832114,30.510057
44,298703054.0,19,26,40.0,30000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.6,1.0,1 лоджия,На улицу и двор,Косметический,2018.0,Кирпичный,Наземная, Николая Рубцова 5 Санкт-Петербург,14,60.066913,30.334023,60.075986,30.343806
45,298702986.0,2,6,31.0,33000,Приморский,Черная речка,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.67277397260274,1.0,нет балкона,На улицу,Евроремонт,1961.0,Панельный,Наземная,Ланское шоссе 27 Санкт-Петербург,2,59.985521,30.30083,59.991858,30.309652
46,298702693.0,4,27,43.0,50000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,17.8,2.8,1.0,нет балкона,Во двор,Евроремонт,2019.0,Панельный,Наземная, Типанова 25к1 Санкт-Петербург,14,59.852018,30.322399,59.853885,30.347462
47,298701978.0,8,14,42.0,48000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,0.0,0.0,1.0,15.0,2.67277397260274,1.0,2 лоджии,Во двор,Евроремонт,2018.0,Кирпичный,Многоуровневая, Парфеновская 5 Санкт-Петербург,11,59.906179,30.31753,59.904775,30.31082
48,298701925.0,9,14,38.6,40000,Василеостровский,Василеостровская,1.0,1.0,1.0,1.0,0.0,0.0,13.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Блочный,Подземная,Уральская  21 Санкт-Петербург,2,59.94252,30.278274,59.955939,30.252896
49,298699643.0,7,9,36.0,18000,Калининский,Гражданский проспект,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,1.0,1 балкон,Во двор,Косметический,1972.0,Кирпичный,Наземная, Руставели 58К1 Санкт-Петербург,3,60.034829,30.418195,60.035522,30.430861
50,298698956.0,5,8,55.0,60000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,0.0,1.0,17.0,2.67277397260274,1.0,нет балкона,На улицу,Евроремонт,2008.0,Монолитный,Многоуровневая,Невский проспект 152 Санкт-Петербург,6,59.931522,30.360568,59.928126,30.373971
51,298691315.0,26,29,37.0,24000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.6,1.0,1 лоджия,Во двор,Косметический,2014.0,Кирпичный,Наземная, Федора Абрамова 18к1 Санкт-Петербург,11,60.066913,30.334023,60.079895,30.341713
52,298690111.0,4,26,42.0,25000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.6,1.0,1 лоджия,Во двор,Косметический,2012.0,Кирпичный,Наземная, Валерия Гаврилина 5 Санкт-Петербург,14,60.066913,30.334023,60.074527,30.335335
53,298689745.0,2,9,33.0,25000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,0.0,6.3,2.6,1.0,нет балкона,Во двор,Косметический,1979.0,Монолитный,Наземная,проспект Просвещения 22К2 Санкт-Петербург,12,60.051176,30.332676,60.057366,30.320342
54,298687928.0,3,11,41.1,60000,Василеостровский,Спортивная,1.0,1.0,1.0,1.0,0.0,1.0,10.8,2.7,1.0,1 балкон,На улицу,Дизайнерский,2015.0,Кирпичный,Наземная,набережная Реки Смоленки 3к2 Санкт-Петербург,10,59.95019,30.288335,59.94969,30.262805
55,298687004.0,4,8,36.0,32000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.7,1.0,нет балкона,Во двор,Дизайнерский,2019.0,Монолитный,Наземная,Петергофское шоссе 84к19 Санкт-Петербург,15,59.850712,30.268356,59.846007,30.108106
56,298686935.0,6,10,35.5,30000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.67277397260274,1.0,1 балкон,Во двор,Косметический,1990.0,Панельный,Наземная,Яхтенная  8К1 Санкт-Петербург,7,59.988005,30.202609,59.988473,30.215239
57,298686154.0,13,25,40.0,40000,Невский,Улица Дыбенко,1.0,1.0,1.0,1.0,1.0,1.0,14.0,2.6,1.0,1 лоджия,На улицу,Дизайнерский,2019.0,Монолитный,Наземная,Дальневосточный проспект 33к1 Санкт-Петербург,9,59.907437,30.483368,59.898837,30.458655
58,298686050.0,1,5,31.22,18000,Пушкинский,Шушары,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1968.0,Кирпичный,Наземная,шоссе Колпинское 7 Санкт-Петербург,5,59.820042,30.432865,59.729268,30.465617
59,298686048.0,3,4,31.0,20000,Красносельский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2.5,1.0,1 балкон,На улицу,Косметический,1964.0,Монолитный,Наземная, Пограничника Гарькавого 28К1 Санкт-Петербург,5,59.841961,30.252115,59.837065,30.147111
60,298685060.0,4,18,37.0,30000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.6,1.0,1 балкон,На улицу,Косметический,2008.0,Панельный,Наземная, Бадаева 8к1 Санкт-Петербург,4,59.919865,30.466713,59.918088,30.447301
61,298685025.0,6,25,43.0,34999,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.8,1.0,1 лоджия,Во двор,Дизайнерский,2011.0,Кирпичный,Наземная,проспект Королева 65 Санкт-Петербург,5,60.008716,30.258385,60.033679,30.242224
62,298684379.0,2,8,40.0,33000,Выборгский,Площадь Мужества,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.5,1.0,нет балкона,Во двор,Евроремонт,1966.0,Кирпичный,Наземная,проспект Тореза 36К2 Санкт-Петербург,5,59.99971,30.366614,60.005095,30.353247
63,298681034.0,11,16,53.0,55000,Фрунзенский,Дунайская,1.0,1.0,0.0,1.0,0.0,1.0,16.0,2.67277397260274,1.0,нет балкона,На улицу,Евроремонт,2008.0,Кирпичный,Открытая,Бухарестская  118к1 Санкт-Петербург,15,59.839863,30.410874,59.846875,30.40631
64,298680708.0,22,23,44.0,50000,Фрунзенский,Международная,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.67277397260274,1.0,нет балкона,На улицу,Дизайнерский,2014.0,Кирпичный,Открытая,Бухарестская  80 Санкт-Петербург,8,59.870208,30.379298,59.866305,30.386287
65,298680516.0,12,15,69.0,55000,Невский,Проспект Большевиков,1.0,1.0,1.0,1.0,0.0,1.0,20.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2010.0,Кирпичный,Многоуровневая, Бадаева 14к2 Санкт-Петербург,6,59.919865,30.466713,59.918237,30.442953
66,298680487.0,3,6,37.4,27000,Приморский,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,12.1,2.7,1.0,нет балкона,На улицу,Евроремонт,2014.0,Блочный,Наземная,проспект Юнтоловский 49К7 Санкт-Петербург,4,59.988005,30.202609,60.029287,30.145565
67,298678809.0,13,25,40.0,40000,Фрунзенский,Международная,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2011.0,Кирпичный,Наземная, Белы Куна 1к3 Санкт-Петербург,4,59.870208,30.379298,59.869625,30.37787
68,298678640.0,1,5,35.0,53000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,1.0,1.0,15.0,2.67277397260274,1.0,нет балкона,Во двор,Евроремонт,1914.0,Кирпичный,Открытая, Рылеева 3 Санкт-Петербург,15,59.931522,30.360568,59.942403,30.352052
69,298678639.0,3,5,31.0,28000,Московский,Электросила,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1960.0,Кирпичный,Наземная,Благодатная  27 Санкт-Петербург,15,59.879164,30.318707,59.875379,30.309301
70,298677910.0,8,18,38.0,35000,Красносельский,Ленинский проспект,1.0,1.0,1.0,1.0,0.0,1.0,9.6,2.8,1.0,1 лоджия,Во двор,Евроремонт,2010.0,Панельный,Подземная,Ленинский проспект 55к2 Санкт-Петербург,13,59.850712,30.268356,59.861345,30.171644
71,298677513.0,8,19,42.0,45000,Василеостровский,Приморская,1.0,1.0,1.0,1.0,0.0,1.0,17.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2017.0,Монолитный,Наземная,бульвар Вилькицкий 6 Санкт-Петербург,3,59.94846,30.234607,59.93754,30.198512
72,298677002.0,2,5,34.0,32000,Адмиралтейский,Нарвская,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.8,1.0,нет балкона,Во двор,Евроремонт,1932.0,Кирпичный,Наземная,Бумажная  22К4 Санкт-Петербург,1,59.901111,30.275004,59.90778,30.266542
73,298676983.0,10,17,45.0,45000,Калининский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.8,1.0,1 балкон,Во двор,Евроремонт,2006.0,Кирпичный,Наземная,Кондратьевский проспект 62к2 Санкт-Петербург,5,59.984769,30.344363,59.980646,30.39448
74,298676436.0,4,7,45.1,29000,Пушкинский,Купчино,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.8,1.0,1 лоджия,Во двор,Евроремонт,2006.0,Кирпичный,Наземная,Детскосельский бульвар 7а Санкт-Петербург,7,59.829807,30.375453,59.74091,30.409823
75,298676034.0,19,22,42.5,28000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,11.0,2.8,1.0,1 лоджия,Во двор,Косметический,2013.0,Монолитный,Наземная, Ворошилова 29к1 Санкт-Петербург,14,59.907437,30.483368,59.932955,30.46082
76,298668041.0,13,18,40.0,40000,Выборгский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,9.5,2.67277397260274,1.0,1 лоджия,На улицу,Евроремонт,2012.0,Монолитный,Наземная,Лесной проспект 67к1 Санкт-Петербург,2,59.984769,30.344363,59.986803,30.342054
77,298668034.0,13,16,42.0,50000,Красногвардейский,Ладожская,1.0,1.0,1.0,1.0,1.0,1.0,11.0,2.5,1.0,1 лоджия,На улицу,Евроремонт,2018.0,Монолитно-кирпичный,Подземная,Заневский проспект 42 Санкт-Петербург,12,59.932428,30.439198,59.934285,30.434006
78,298664666.0,13,15,37.2,20000,Калининский,Выборгская,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,1 лоджия,Во двор,Косметический,1974.0,Кирпичный,Наземная,Пискаревский проспект 12К1 Санкт-Петербург,9,59.971006,30.347309,59.966205,30.4087
79,298663779.0,8,9,31.8,25000,Калининский,Академическая,1.0,1.0,0.0,0.0,0.0,1.0,8.2,2.5,1.0,нет балкона,На улицу,Косметический,1966.0,Панельный,Наземная,Северный проспект 87К1 Санкт-Петербург,10,60.012719,30.396133,60.017495,30.421806
80,298662763.0,14,15,40.0,35000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.67277397260274,1.0,1 лоджия,На улицу,Евроремонт,1988.0,Панельный,Наземная,проспект Авиаконструкторов 1 Санкт-Петербург,9,60.008716,30.258385,60.009107,30.24898
81,298661462.0,5,5,44.0,35000,Выборгский,Пионерская,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,Во двор,Евроремонт,1964.0,Кирпичный,Наземная,Светлановский проспект 29 Санкт-Петербург,4,60.002517,30.296671,60.008068,30.343851
82,298661359.0,1,19,36.0,28000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.6,1.0,нет балкона,Во двор,Косметический,1992.0,Кирпичный,Наземная,Варшавская  63К1 Санкт-Петербург,5,59.852018,30.322399,59.849157,30.314116
83,298659886.0,7,9,33.0,30000,Фрунзенский,Международная,1.0,1.0,1.0,0.0,0.0,1.0,8.5,2.5,1.0,1 балкон,Во двор,Косметический,1967.0,Кирпичный,Наземная,Пражская  17К1 Санкт-Петербург,13,59.870208,30.379298,59.873446,30.389099
84,298655219.0,7,12,38.0,22000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1988.0,Панельный,Открытая,Комендантский проспект 17К2 Санкт-Петербург,5,60.008716,30.258385,60.011234,30.25975
85,298654659.0,5,16,39.0,20000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,Во двор,Косметический,1994.0,Панельный,Наземная, Репищева 19К3 Санкт-Петербург,14,60.008716,30.258385,60.025655,30.286745
86,298654246.0,3,21,35.0,30000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,13.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Наземная,Ленинский проспект 43 Санкт-Петербург,10,59.850712,30.268356,59.865822,30.157405
87,298652687.0,3,5,31.0,25000,Выборгский,Площадь Мужества,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1964.0,Кирпичный,Наземная, Орбели 16 Санкт-Петербург,2,59.99971,30.366614,60.003214,30.339108
88,298651322.0,5,18,34.7,38000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,1.0,0.0,9.0,2.7,1.0,1 лоджия,На улицу,Косметический,2011.0,Кирпичный,Наземная, Бадаева 14к1 Санкт-Петербург,11,59.919865,30.466713,59.919491,30.442513
89,298651273.0,15,27,37.0,40000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,1.0,1.0,9.1,2.7,1.0,1 лоджия,Во двор,Евроремонт,2011.0,Монолитно-кирпичный,Наземная,проспект Луначарского 78к5 Санкт-Петербург,6,60.034829,30.418195,60.035117,30.374304
90,298649438.0,12,12,40.0,28000,Фрунзенский,Дунайская,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.7,1.0,нет балкона,На улицу,Косметический,2007.0,Панельный,Наземная,Малая Бухарестская  10к2 Санкт-Петербург,16,59.839863,30.410874,59.84946,30.415374
91,298648759.0,1,5,32.0,18000,Красногвардейский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1980.0,Кирпичный,Наземная,Пискаревский проспект 161 Санкт-Петербург,11,60.034829,30.418195,60.005,30.45022
92,298648686.0,2,2,44.0,25000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.8,1.0,2 балкона,На улицу и двор,Евроремонт,1947.0,Кирпичный,Наземная, Кибальчича 4К4 Санкт-Петербург,11,59.877335,30.441695,59.866956,30.437554
