,id,floor,floors_count,total_meters,price_per_month,district,underground,Холодильник,Стиральная машина,Телевизор,Посудомоечная машина,Кондиционер,Интернет,Площадь кухни,Высота потолков,Санузел,Балкон/лоджия,Вид из окон,Ремонт,Год постройки,Тип дома,Парковка,adress,time_to_rent,m_lat,m_long,a_lat,a_long
203,298834948.0,4,5,31.3,35000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,0.0,5.7,2.5,1.0,1 балкон,Во двор,Евроремонт,1961.0,Кирпичный,Наземная,Малоохтинский проспект 12 Санкт-Петербург,5,59.928916,30.411485,59.937549,30.405538
204,298834555.0,8,17,39.5,30000,Калининский,Академическая,1.0,1.0,1.0,0.0,0.0,1.0,18.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2006.0,Кирпичный,Наземная, Верности 14К2 Санкт-Петербург,2,60.012719,30.396133,60.006125,30.409338
205,298833553.0,5,10,34.0,28000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1972.0,Панельный,Наземная, Брянцева 18 Санкт-Петербург,1,60.034829,30.418195,60.037665,30.40481
206,298832259.0,3,13,38.5,32000,Невский,Проспект Большевиков,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Евроремонт,1986.0,Монолитный,Наземная, Латышских Стрелков 7К1 Санкт-Петербург,3,59.919865,30.466713,59.927355,30.467468
207,298829916.0,15,17,39.0,60000,Адмиралтейский,Фрунзенская,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2021.0,Монолитный,Подземная, Парфеновская 14к1 Санкт-Петербург,3,59.906179,30.31753,59.900295,30.312697
208,298829541.0,2,5,33.0,30000,Московский,Электросила,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,1 балкон,На улицу и двор,Евроремонт,1960.0,Панельный,Наземная,Кузнецовская  8 Санкт-Петербург,6,59.879164,30.318707,59.872706,30.299851
209,298825989.0,4,5,31.5,25000,Московский,Парк Победы,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.67277397260274,1.0,1 балкон,Во двор,Косметический,1961.0,Панельный,Наземная,Новоизмайловский проспект 19 Санкт-Петербург,1,59.866459,30.321851,59.863057,30.301648
210,298824727.0,5,13,49.0,33000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,23.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2021.0,Монолитный,Подземная, Плесецкая 2 Санкт-Петербург,7,60.008716,30.258385,60.029508,30.205959
211,298824030.0,2,6,25.0,17000,Кировский,Автово,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.67277397260274,1.0,1 лоджия,Во двор,Косметический,1961.0,Панельный,Наземная, Червонного Казачества 6 Санкт-Петербург,3,59.867281,30.260999,59.865944,30.26779
212,298823669.0,19,23,31.7,20000,Красногвардейский,Девяткино,1.0,1.0,0.0,0.0,0.0,0.0,8.0,2.7,1.0,1 лоджия,На улицу,Косметический,2019.0,Панельный,Наземная,Полюстрово 16к1 Санкт-Петербург,3,60.050282,30.442674,59.973131,30.40234
213,298822450.0,4,12,32.0,25000,Выборгский,Озерки,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.5,1.0,нет балкона,Во двор,Дизайнерский,1989.0,Панельный,Наземная,проспект Энгельса 128 Санкт-Петербург,7,60.037144,30.321869,60.042905,30.32628
214,298822241.0,15,20,51.0,54000,Приморский,Черная речка,1.0,1.0,1.0,1.0,0.0,1.0,20.0,2.8,1.0,1 лоджия,Во двор,Дизайнерский,2015.0,Монолитно-кирпичный,Подземная,Ушаковская набережная 1к4 Санкт-Петербург,11,59.985521,30.30083,59.98354,30.316003
215,298821274.0,5,9,30.6,23000,Калининский,Лесная,1.0,1.0,1.0,0.0,0.0,0.0,9.0,2.5,1.0,нет балкона,Во двор,Косметический,1971.0,Панельный,Наземная, Замшина 27К1 Санкт-Петербург,2,59.984769,30.344363,59.978476,30.405098
216,298819364.0,9,9,31.0,22000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,Во двор,Косметический,1974.0,Панельный,Наземная,Придорожная аллея 21 Санкт-Петербург,11,60.051176,30.332676,60.054082,30.364332
217,298819258.0,1,9,31.2,30000,Приморский,Пионерская,1.0,1.0,1.0,0.0,0.0,1.0,7.0,2.5,1.0,нет балкона,Во двор,Евроремонт,1973.0,Панельный,Наземная,Серебристый бульвар 9к1 Санкт-Петербург,1,60.002517,30.296671,60.001095,30.282639
218,298818836.0,2,17,37.1,33000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,11.3,2.7,1.0,1 лоджия,Во двор,Евроремонт,2017.0,Монолитный,Наземная,Складская  5 Санкт-Петербург,1,59.919865,30.466713,59.920312,30.435694
219,298811166.0,14,16,37.05,55000,Красногвардейский,Ладожская,1.0,1.0,0.0,1.0,0.0,1.0,11.1,2.5,1.0,1 балкон,На улицу,Дизайнерский,2018.0,Монолитно-кирпичный,Открытая,Заневский проспект 42 Санкт-Петербург,12,59.932428,30.439198,59.934285,30.434006
220,298810885.0,17,25,36.0,25000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,17.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2022.0,Монолитно-кирпичный,Наземная,аллея Арцеуловская 19 Санкт-Петербург,12,60.008716,30.258385,60.04024,30.209921
221,298810876.0,2,9,30.0,23000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.67277397260274,1.0,нет балкона,На улицу,Косметический,1974.0,Панельный,Наземная, Подвойского 28к1Л Санкт-Петербург,7,59.907437,30.483368,59.915147,30.481428
222,298810573.0,11,26,39.0,45000,Калининский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,9.0,2.7,1.0,1 балкон,На улицу,Косметический,2012.0,Монолитно-кирпичный,Наземная,Кондратьевский проспект 64к8 Санкт-Петербург,2,59.984769,30.344363,59.981793,30.388524
223,298809175.0,10,20,31.1,29700,Невский,Пролетарская,1.0,1.0,0.0,1.0,0.0,1.0,9.0,2.5,1.0,1 балкон,На улицу,Евроремонт,2019.0,Монолитный,Наземная, Бабушкина 84к1 Санкт-Петербург,2,59.865122,30.470324,59.862357,30.464422
224,298809102.0,2,12,36.0,28000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.67277397260274,1.0,1 лоджия,Во двор,Косметический,1969.0,Кирпичный,Наземная,Бухарестская  94К5 Санкт-Петербург,2,59.856614,30.39545,59.862903,30.393105
225,298808683.0,3,6,38.0,35000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2.6,1.0,1 балкон,Во двор,Косметический,1992.0,Кирпичный,Наземная,Варшавская  63К1 Санкт-Петербург,1,59.852018,30.322399,59.849157,30.314116
226,298808291.0,3,12,37.0,21000,Невский,Рыбацкое,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.6,1.0,нет балкона,Во двор,Косметический,1989.0,Панельный,Наземная,Рыбацкий проспект 47 Санкт-Петербург,12,59.830856,30.500319,59.837038,30.51489
227,298807799.0,10,11,37.0,50000,Приморский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2022.0,Панельный,Многоуровневая,Студенческая  26к3 Санкт-Петербург,7,59.984769,30.344363,59.995188,30.322731
228,298807637.0,11,12,41.0,30000,Приморский,Комендантский проспект,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,1994.0,Блочный,Наземная,проспект Испытателей 26 Санкт-Петербург,2,60.008716,30.258385,60.006003,30.26876
229,298807280.0,1,17,38.0,31700,Красногвардейский,Ладожская,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6,1.0,нет балкона,На улицу и двор,Евроремонт,1995.0,Кирпичный,Наземная, Коммуны 28к1 Санкт-Петербург,10,59.932428,30.439198,59.948726,30.50146
230,298806232.0,9,9,32.0,20000,Курортный,Беговая,1.0,1.0,1.0,0.0,0.0,1.0,6.2,2.5,1.0,нет балкона,Во двор,Косметический,1984.0,Панельный,Наземная,Дубковское шоссе 36 Санкт-Петербург,7,59.988005,30.202609,60.092186,29.948951
231,298805985.0,2,9,30.3,20000,Красносельский,Ленинский проспект,1.0,1.0,0.0,0.0,0.0,1.0,6.3,2.5,1.0,нет балкона,Во двор,Косметический,1970.0,Панельный,Наземная, Отважных 3 Санкт-Петербург,12,59.850712,30.268356,59.836206,30.17026
232,298804283.0,4,13,30.0,35000,Приморский,Старая Деревня,1.0,1.0,1.0,0.0,0.0,1.0,10.7,3.0,1.0,1 лоджия,Во двор,Евроремонт,2020.0,Монолитный,Подземная,Озеро Долгое 15к1 Санкт-Петербург,2,59.989391,30.25516,59.714364,30.10975
233,298803873.0,2,5,31.0,22000,Московский,Звездная,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Монолитный,Наземная, Орджоникидзе 37К2 Санкт-Петербург,1,59.83328,30.349447,59.83957,30.345225
234,298803488.0,7,10,37.2,23000,Московский,Московская,1.0,1.0,0.0,0.0,0.0,0.0,8.2,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1971.0,Панельный,Наземная,Краснопутиловская  109 Санкт-Петербург,7,59.852018,30.322399,59.849171,30.308834
235,298803090.0,21,25,38.0,40000,Приморский,Старая Деревня,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.7,1.0,1 лоджия,На улицу и двор,Дизайнерский,2016.0,Монолитный,Подземная,Яхтенная  24к2 Санкт-Петербург,10,59.989391,30.25516,59.99818,30.217988
236,298801995.0,4,11,31.0,20000,Пушкинский,Шушары,1.0,1.0,0.0,0.0,0.0,0.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2019.0,Кирпичный,Наземная,Московское шоссе 264 Санкт-Петербург,6,59.820042,30.432865,59.755576,30.471879
237,298801956.0,16,25,45.0,38000,Калининский,Академическая,1.0,1.0,1.0,0.0,0.0,1.0,13.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2005.0,Монолитно-кирпичный,Наземная,Гражданский проспект 36 Санкт-Петербург,4,60.012719,30.396133,60.010942,30.394147
238,298796195.0,10,12,36.0,65000,Выборгский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,10.9,2.7,1.0,1 балкон,На улицу,Дизайнерский,2022.0,Монолитный,Наземная, Александра Матросова 8к1 Санкт-Петербург,12,59.984769,30.344363,59.978575,30.333781
239,298796103.0,1,5,30.5,24000,Невский,Ломоносовская,1.0,1.0,1.0,1.0,0.0,1.0,5.8,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1960.0,Монолитный,Открытая,бульвар Красных Зорь 2 Санкт-Петербург,2,59.877335,30.441695,59.871608,30.44625
240,298795612.0,4,9,35.0,24000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,6.0,2.5,1.0,нет балкона,На улицу,Косметический,1977.0,Панельный,Наземная,проспект Королева 19 Санкт-Петербург,12,60.008716,30.258385,60.012966,30.283699
241,298794391.0,2,6,33.0,25000,Пушкинский,Купчино,1.0,1.0,0.0,0.0,1.0,1.0,12.0,2.5,1.0,1 лоджия,На улицу,Косметический,2016.0,Монолитный,Наземная, Переведенская 6Б Санкт-Петербург,3,59.829807,30.375453,59.754565,30.372489
242,298794349.0,9,25,34.1,30000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,0.0,8.8,2.7,1.0,1 балкон,На улицу,Евроремонт,2021.0,Монолитный,Наземная, Федора Котанова 13к1 Санкт-Петербург,2,59.83328,30.349447,59.823787,30.347686
243,298794063.0,7,9,32.0,26000,Красногвардейский,Ладожская,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.67277397260274,1.0,нет балкона,Во двор,Косметический,1968.0,Блочный,Наземная,проспект Энергетиков 68 Санкт-Петербург,11,59.932428,30.439198,59.971087,30.435856
244,298790973.0,9,18,38.0,22000,Красносельский,Ленинский проспект,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2011.0,Панельный,Наземная,Ленинский проспект 57к1 Санкт-Петербург,4,59.850712,30.268356,59.86176,30.175551
245,298789199.0,12,25,46.4,35000,Выборгский,Озерки,1.0,1.0,0.0,1.0,1.0,1.0,11.0,2.7,1.0,1 лоджия,На улицу,Евроремонт,2011.0,Кирпичный,Наземная, Есенина 1к1 Санкт-Петербург,12,60.037144,30.321869,60.028928,30.330511
246,298785319.0,4,4,38.0,18000,Красносельский,Автово,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.7,1.0,1 лоджия,На улицу,Косметический,2022.0,Монолитный,Наземная, Ивана Куликова 4к2 Санкт-Петербург,2,59.867281,30.260999,59.831453,30.114601
247,298784709.0,2,10,38.0,44000,Василеостровский,Василеостровская,1.0,1.0,1.0,0.0,0.0,1.0,14.0,2.7,1.0,нет балкона,Во двор,Дизайнерский,2018.0,Монолитный,Наземная,26-я Васильевского острова линия 7 Санкт-Петербург,4,59.94252,30.278274,59.928834,30.260523
248,298784628.0,3,5,28.6,27000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,0.0,0.0,0.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Кирпичный,Наземная,Дачный проспект 21К6 Санкт-Петербург,6,59.841961,30.252115,59.838652,30.254199
249,298784477.0,11,24,37.0,30000,Невский,Елизаровская,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2012.0,Кирпичный,Наземная, Седова 24К3 Санкт-Петербург,2,59.896644,30.423774,59.894919,30.413335
250,298784213.0,5,27,36.0,35000,Калининский,Гражданский проспект,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2011.0,Монолитно-кирпичный,Наземная,проспект Луначарского 78к5 Санкт-Петербург,7,60.034829,30.418195,60.035117,30.374304
251,298780946.0,3,8,36.9,30000,Выборгский,Площадь Мужества,1.0,1.0,1.0,1.0,0.0,1.0,10.0,2.5,1.0,нет балкона,Во двор,Косметический,1966.0,Кирпичный,Наземная,проспект Тореза 36К2 Санкт-Петербург,2,59.99971,30.366614,60.005095,30.353247
252,298779769.0,6,8,32.0,25000,Красносельский,Проспект Ветеранов,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.6,1.0,1 балкон,На улицу,Косметический,2022.0,Монолитно-кирпичный,Наземная,проспект Буденного 19к2 Санкт-Петербург,4,59.841961,30.252115,59.84273,30.094478
253,298778670.0,5,5,28.0,25000,Кировский,Проспект Ветеранов,1.0,1.0,1.0,1.0,0.0,1.0,7.0,2.5,1.0,1 балкон,Во двор,Косметический,1965.0,Кирпичный,Наземная,Дачный проспект 21К6 Санкт-Петербург,6,59.841961,30.252115,59.838652,30.254199
254,298776358.0,1,5,40.0,25000,Невский,Ломоносовская,1.0,1.0,1.0,0.0,0.0,1.0,9.0,3.0,1.0,нет балкона,На улицу,Евроремонт,1958.0,Монолитный,Наземная, Седова 75/21 Санкт-Петербург,4,59.877335,30.441695,59.873496,30.436162
255,298775840.0,24,26,39.8,27000,Выборгский,Парнас,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.67277397260274,1.0,1 балкон,На улицу,Косметический,2013.0,Кирпичный,Открытая, Федора Абрамова 8 Санкт-Петербург,6,60.066913,30.334023,60.073764,30.338326
256,298774362.0,2,9,35.0,23000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.5,1.0,1 лоджия,Во двор,Косметический,1973.0,Панельный,Наземная,проспект Луначарского 100 Санкт-Петербург,7,60.034829,30.418195,60.027184,30.406571
257,298770600.0,3,5,32.0,28000,Центральный,Площадь Александра Невского,1.0,1.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,нет балкона,Во двор,Косметический,1956.0,Кирпичный,Наземная, Александра Невского 3 Санкт-Петербург,3,59.923563,30.383421,59.925159,30.383781
258,298770389.0,9,25,38.6,40000,Калининский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,10.3,2.7,1.0,1 балкон,Во двор,Евроремонт,2014.0,Монолитный,Наземная,Пискарёвка 3к3 Санкт-Петербург,2,59.984769,30.344363,59.99062,30.418007
259,298768713.0,8,9,32.0,24000,Кировский,Автово,1.0,1.0,0.0,0.0,0.0,0.0,7.0,2.6,1.0,нет балкона,Во двор,Косметический,1976.0,Панельный,Наземная,проспект Маршала Жукова 26/16В Санкт-Петербург,3,59.867281,30.260999,59.859176,30.234454
260,298767431.0,5,11,50.0,26000,Выборгский,Проспект Просвещения,1.0,1.0,1.0,0.0,0.0,1.0,16.0,2.6,1.0,1 балкон,Во двор,Евроремонт,2015.0,Монолитный,Наземная, Тихоокеанская 1к3 Санкт-Петербург,13,60.051176,30.332676,60.074536,30.240841
261,298722900.0,11,27,33.5,30000,Выборгский,Парнас,1.0,1.0,0.0,0.0,1.0,1.0,12.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Кирпичный,Наземная, Федора Абрамова 21к1 Санкт-Петербург,1,60.066913,30.334023,60.080142,30.344399
262,298701150.0,23,25,30.8,25000,Красногвардейский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.5,1.0,нет балкона,На улицу,Дизайнерский,2023.0,Панельный,Наземная,Полюстрово 25к3 Санкт-Петербург,9,60.034829,30.418195,59.973131,30.40234
263,298682219.0,1,5,43.4,21000,Приморский,Беговая,1.0,1.0,0.0,0.0,0.0,0.0,12.8,2.7,1.0,нет балкона,Во двор,Косметический,2014.0,Блочный,Наземная,проспект Юнтоловский 49К5 Санкт-Петербург,8,59.988005,30.202609,60.030582,30.143975
264,298662512.0,16,28,35.0,30000,Невский,Рыбацкое,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,На улицу,Косметический,2010.0,Монолитно-кирпичный,Наземная,Караваевская  28к1 Санкт-Петербург,16,59.830856,30.500319,59.832114,30.510057
265,298641690.0,6,17,36.0,25000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,0.0,11.0,2.5,1.0,1 балкон,На улицу,Косметический,1977.0,Кирпичный,Наземная,Киришская  11/16 Санкт-Петербург,1,60.034829,30.418195,60.031423,30.426981
266,298575042.0,14,25,32.0,27000,Пушкинский,Звездная,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,2019.0,Монолитный,Наземная, Валдайская 6к2 Санкт-Петербург,9,59.83328,30.349447,59.802418,30.377618
267,298573109.0,13,13,25.0,44900,Выборгский,Лесная,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.6,1.0,нет балкона,Во двор,Евроремонт,2022.0,Монолитный,Наземная,Большой Сампсониевский проспект 69к1 Санкт-Петербург,2,59.984769,30.344363,59.981739,30.337679
268,298538559.0,6,10,35.0,45000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,0.0,15.0,2.7,1.0,1 лоджия,Во двор,Дизайнерский,2021.0,Монолитный,Наземная,Железнодорожный проспект 14к1 Санкт-Петербург,10,59.877335,30.441695,59.883047,30.428885
269,298534476.0,8,12,37.0,35000,Невский,Проспект Большевиков,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.7,1.0,1 лоджия,Во двор,Косметический,1985.0,Панельный,Наземная, Коллонтай 21К1 Санкт-Петербург,11,59.919865,30.466713,59.918765,30.469148
270,298531849.0,8,26,34.0,30000,Калининский,Гражданский проспект,1.0,1.0,0.0,0.0,0.0,1.0,11.9,2.67277397260274,1.0,1 балкон,Во двор,Косметический,2011.0,Монолитно-кирпичный,Наземная,проспект Луначарского 78к5 Санкт-Петербург,11,60.034829,30.418195,60.035117,30.374304
271,298522383.0,7,23,46.0,55000,Приморский,Комендантский проспект,1.0,1.0,1.0,1.0,0.0,1.0,18.2,2.7,1.0,1 балкон,На улицу,Евроремонт,2018.0,Монолитный,Подземная,Комендантский проспект 58к1 Санкт-Петербург,5,60.008716,30.258385,60.03327,30.22804
272,298438159.0,23,26,38.0,24000,Выборгский,Парнас,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Кирпичный,Наземная,Заречная  45к2 Санкт-Петербург,9,60.066913,30.334023,60.08196,30.350516
273,298421247.0,9,25,32.1,26000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,9.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2020.0,Монолитно-кирпичный,Многоуровневая, Плесецкая 10 Санкт-Петербург,12,60.008716,30.258385,60.03371,30.214808
274,298421113.0,2,13,37.0,26000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.6,1.0,1 лоджия,Во двор,Косметический,2008.0,Панельный,Наземная,Шуваловский проспект 84к1 Санкт-Петербург,5,60.008716,30.258385,59.998711,30.194057
275,298419115.0,9,24,38.0,45000,Московский,Московская,1.0,1.0,1.0,0.0,0.0,1.0,17.0,2.8,1.0,1 лоджия,Во двор,Дизайнерский,2018.0,Монолитно-кирпичный,Наземная,5-й Предпортовый проезд 2 Санкт-Петербург,3,59.852018,30.322399,59.840849,30.312392
276,298414665.0,13,13,41.0,60000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2.67277397260274,1.0,нет балкона,На улицу,Евроремонт,2016.0,Панельный,Открытая,Республиканская  24к1 Санкт-Петербург,14,59.928916,30.411485,59.934434,30.413272
277,298414204.0,4,13,42.5,60000,Адмиралтейский,Балтийская,1.0,1.0,1.0,0.0,0.0,1.0,13.7,2.7,1.0,1 балкон,Во двор,Евроремонт,2022.0,Кирпичный,Подземная,бульвар Измайловский 4к1 Санкт-Петербург,11,59.907207,30.299725,59.903927,30.306768
278,298411728.0,2,10,31.0,30000,Калининский,Выборгская,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.5,1.0,нет балкона,На улицу,Евроремонт,1974.0,Кирпичный,Наземная,Кондратьевский проспект 53 Санкт-Петербург,10,59.971006,30.347309,59.974131,30.390419
279,298911618.0,13,18,38.5,40000,Выборгский,Лесная,1.0,1.0,1.0,0.0,0.0,1.0,10.5,2.67277397260274,1.0,1 балкон,На улицу,Евроремонт,2012.0,Монолитный,Наземная,Лесной проспект 67к1 Санкт-Петербург,3,59.984769,30.344363,59.986803,30.342054
280,298911226.0,4,17,38.6,27000,Красногвардейский,Ладожская,1.0,1.0,1.0,0.0,0.0,1.0,10.0,2.8,1.0,1 лоджия,На улицу,Евроремонт,2008.0,Кирпичный,Наземная,проспект Наставников 43к1 Санкт-Петербург,9,59.932428,30.439198,59.953845,30.484266
281,298911064.0,5,17,38.5,42000,Выборгский,Удельная,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2016.0,Кирпичный,Наземная,Лиственная  18к1 Санкт-Петербург,6,60.016681,30.315617,60.028357,30.337185
282,298910300.0,6,9,51.3,29000,Фрунзенский,Проспект Славы,1.0,1.0,1.0,0.0,1.0,1.0,10.0,2.5,1.0,нет балкона,На улицу,Косметический,1973.0,Панельный,Наземная, Димитрова 24К1 Санкт-Петербург,1,59.856614,30.39545,59.851711,30.39571
283,298910104.0,15,19,35.0,33000,Невский,Ломоносовская,1.0,1.0,0.0,0.0,0.0,1.0,17.0,2.7,1.0,1 балкон,Во двор,Евроремонт,2021.0,Монолитный,Наземная,Железнодорожный проспект 14к1 Санкт-Петербург,9,59.877335,30.441695,59.883047,30.428885
284,298909506.0,14,17,38.0,25000,Московский,Звездная,1.0,1.0,1.0,0.0,1.0,0.0,10.0,2.7,1.0,1 лоджия,Во двор,Евроремонт,2007.0,Монолитный,Наземная,Звездная  20 Санкт-Петербург,1,59.83328,30.349447,59.83697,30.367009
285,298908762.0,11,14,31.0,60000,Фрунзенский,Обводный канал,1.0,1.0,0.0,1.0,0.0,1.0,10.0,2.7,1.0,1 лоджия,На улицу и двор,Дизайнерский,2022.0,Монолитный,Подземная, Тосина 6 Санкт-Петербург,1,59.914714,30.349699,59.904053,30.347659
286,298908590.0,8,14,37.0,50000,Приморский,Беговая,1.0,1.0,1.0,1.0,0.0,1.0,12.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2015.0,Монолитный,Наземная,Приморский проспект 52К1 Санкт-Петербург,9,59.988005,30.202609,59.98359,30.237616
287,298907919.0,21,25,41.0,40000,Красногвардейский,Лесная,1.0,1.0,1.0,1.0,0.0,1.0,12.0,2.7,1.0,2 лоджии,На улицу и двор,Евроремонт,2016.0,Монолитно-кирпичный,Наземная,Екатерининский проспект 2 Санкт-Петербург,2,59.984769,30.344363,59.97798,30.436638
288,298907864.0,2,26,31.0,25000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,8.0,2.6,1.0,1 лоджия,Во двор,Косметический,2018.0,Монолитный,Наземная, Вишерская 3к2 Санкт-Петербург,0,59.829807,30.375453,59.810251,30.370387
289,298907444.0,10,17,38.0,23000,Невский,Улица Дыбенко,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.8,1.0,1 лоджия,Во двор,Косметический,2013.0,Монолитный,Наземная, Ворошилова 29к3 Санкт-Петербург,2,59.907437,30.483368,59.932193,30.462042
290,298907233.0,3,7,45.0,54000,Центральный,Площадь Восстания,1.0,1.0,1.0,1.0,0.0,1.0,15.0,2.67277397260274,1.0,1 лоджия,Во двор,Дизайнерский,2013.0,Кирпичный,Открытая,Полтавский проезд 2 Санкт-Петербург,9,59.931522,30.360568,59.925078,30.367198
291,298906752.0,5,15,38.0,28000,Красногвардейский,Выборгская,1.0,1.0,0.0,0.0,0.0,1.0,8.0,2.6,1.0,1 лоджия,Во двор,Евроремонт,1972.0,Кирпичный,Наземная,Апрельская  4 Санкт-Петербург,1,59.971006,30.347309,59.962773,30.413695
292,298906402.0,1,4,38.0,35000,Пушкинский,Купчино,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.67277397260274,1.0,1 лоджия,На улицу,Евроремонт,2023.0,Монолитно-кирпичный,Наземная, Соколиная 7к2 Санкт-Петербург,5,59.829807,30.375453,59.751483,30.364754
293,298905573.0,13,20,40.0,35000,Московский,Московская,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,1.0,1 лоджия,Во двор,Евроремонт,2018.0,Монолитно-кирпичный,Наземная,5-й Предпортовый проезд 2 Санкт-Петербург,6,59.852018,30.322399,59.840849,30.312392
294,298904833.0,16,17,38.6,28000,Приморский,Комендантский проспект,1.0,1.0,0.0,0.0,0.0,1.0,10.2,2.6,1.0,1 лоджия,Во двор,Косметический,1988.0,Монолитный,Наземная,Серебристый бульвар 38 Санкт-Петербург,9,60.008716,30.258385,60.015138,30.284939
295,298904474.0,12,18,41.0,27000,Московский,Звездная,1.0,1.0,1.0,0.0,0.0,1.0,12.0,2.6,1.0,1 лоджия,На улицу и двор,Косметический,2007.0,Кирпичный,Наземная,Дунайский проспект 5к6 Санкт-Петербург,0,59.83328,30.349447,59.828247,30.331175
296,298904066.0,15,16,55.0,65000,Красногвардейский,Новочеркасская,1.0,1.0,1.0,1.0,0.0,1.0,18.0,2.8,1.0,"1 лоджия, 1 балкон",На улицу,Дизайнерский,2017.0,Монолитно-кирпичный,Наземная, Маршала Тухачевского 23 Санкт-Петербург,6,59.928916,30.411485,59.968263,30.428355
